event,event_date,location,bout,fighter1,fighter2,fighter1_key,fighter2_key,weightclass,method,scheduled_time_format,outcome,f1_height_cm,f1_weight_in_kg,f1_reach_in_cm,f1_age,f1_stance,f1_fights_before,f1_wins_before,f1_losses_before,f1_draws_before,f1_no_contests_before,f1_win_rate_before,f1_ko_tko_win_rate_before,f1_submission_win_rate_before,f1_decision_win_rate_before,f1_ko_tko_loss_rate_before,f1_submission_loss_rate_before,f1_decision_loss_rate_before,f1_slpm_before,f1_striking_accuracy_before,f1_sapm_before,f1_striking_defense_before,f1_td_avg_before,f1_td_accuracy_before,f1_td_defense_before,f1_sub_avg_before,f1_kd_avg_before,f1_kd_absorbed_avg_before,f1_ctrl_avg_before,f1_current_win_streak_before,f1_current_loss_streak_before,f1_recent_3_win_rate_before,f1_recent_5_win_rate_before,f1_days_since_last_fight,f2_height_cm,f2_weight_in_kg,f2_reach_in_cm,f2_age,f2_stance,f2_fights_before,f2_wins_before,f2_losses_before,f2_draws_before,f2_no_contests_before,f2_win_rate_before,f2_ko_tko_win_rate_before,f2_submission_win_rate_before,f2_decision_win_rate_before,f2_ko_tko_loss_rate_before,f2_submission_loss_rate_before,f2_decision_loss_rate_before,f2_slpm_before,f2_striking_accuracy_before,f2_sapm_before,f2_striking_defense_before,f2_td_avg_before,f2_td_accuracy_before,f2_td_defense_before,f2_sub_avg_before,f2_kd_avg_before,f2_kd_absorbed_avg_before,f2_ctrl_avg_before,f2_current_win_streak_before,f2_current_loss_streak_before,f2_recent_3_win_rate_before,f2_recent_5_win_rate_before,f2_days_since_last_fight,diff_height_cm,diff_weight_in_kg,diff_reach_in_cm,diff_age,diff_fights_before,diff_wins_before,diff_losses_before,diff_draws_before,diff_no_contests_before,diff_win_rate_before,diff_ko_tko_win_rate_before,diff_submission_win_rate_before,diff_decision_win_rate_before,diff_ko_tko_loss_rate_before,diff_submission_loss_rate_before,diff_decision_loss_rate_before,diff_slpm_before,diff_striking_accuracy_before,diff_sapm_before,diff_striking_defense_before,diff_td_avg_before,diff_td_accuracy_before,diff_td_defense_before,diff_sub_avg_before,diff_kd_avg_before,diff_kd_absorbed_avg_before,diff_ctrl_avg_before,diff_current_win_streak_before,diff_current_loss_streak_before,diff_recent_3_win_rate_before,diff_recent_5_win_rate_before,diff_days_since_last_fight
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Yves Jabouin vs. Pablo Garza,yves jabouin,pablo garza,yves jabouin,pablo garza,Featherweight Bout,Submission ,3 Rnd (5-5-5),0,170.18,61.23,172.72,31.917864476386036,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,185.42,65.77,185.42,27.619438740588638,Orthodox,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5294117647058822,42.857142857142854,1.1764705882352942,0.0,0.0,0.0,100.0,0.0,17.647058823529413,0.0,0.29411764705882354,1,0,1.0,1.0,147.0,-15.23999999999998,-4.539999999999999,-12.699999999999989,4.298425735797398,-1,-1,0,0,0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-3.5294117647058822,-42.857142857142854,-1.1764705882352942,100.0,0.0,0.0,0.0,0.0,-17.647058823529413,0.0,-0.29411764705882354,-1,0,-1.0,-1.0,
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",John Makdessi vs. Kyle Watson,john makdessi,kyle watson,john makdessi,kyle watson,Lightweight Bout,KO/TKO ,3 Rnd (5-5-5),1,172.72,70.31,172.72,25.99041752224504,Orthodox,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.933333333333334,58.26771653543307,1.2666666666666666,88.27160493827161,0.0,0.0,50.0,0.0,1.0,0.0,0.31666666666666665,1,0,1.0,1.0,140.0,182.88,70.31,,31.72347707049966,Southpaw,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.8,53.333333333333336,2.4,72.72727272727273,0.0,0.0,100.0,0.0,0.0,0.0,2.466666666666667,1,0,1.0,1.0,147.0,-10.159999999999997,0.0,,-5.733059548254619,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333375,4.934383202099731,-1.1333333333333333,15.544332210998874,0.0,0.0,-50.0,0.0,1.0,0.0,-2.1500000000000004,0,0,0.0,0.0,-7.0
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Jason MacDonald vs. Ryan Jensen,jason macdonald,ryan jensen,jason macdonald,ryan jensen,Middleweight Bout,Submission ,3 Rnd (5-5-5),1,190.5,83.91,203.2,35.90691307323751,Orthodox,11,5,6,0,0,0.45454545454545453,0.4,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,1.6390621639062164,55.21739130434783,2.529576252957625,47.16981132075472,1.5487201548720155,18.181818181818183,35.294117647058826,1.935900193590019,0.0,0.19359001935900194,5.814153581415359,0,3,0.0,0.2,357.0,185.42,83.91,193.04,33.607118412046546,Orthodox,7,2,5,0,0,0.2857142857142857,0.0,0.0,0.0,0.2,0.0,0.0,3.0864197530864197,41.1522633744856,3.302469135802469,59.00383141762452,1.8518518518518519,50.0,23.076923076923066,1.8518518518518519,0.46296296296296297,0.46296296296296297,3.4722222222222223,0,1,0.3333333333333333,0.4,189.0,5.0800000000000125,0.0,10.159999999999997,2.2997946611909654,4,3,1,0,0,0.16883116883116883,0.4,0.0,0.0,0.4666666666666666,0.0,0.16666666666666666,-1.4473575891802033,14.065127929862228,-0.772892882844844,-11.8340200968698,-0.30313169697983633,-31.818181818181817,12.21719457013576,0.08404834173816722,-0.46296296296296297,-0.269372943603961,2.3419313591931363,0,2,-0.3333333333333333,-0.2,168.0
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Ivan Menjivar vs. Charlie Valencia,ivan menjivar,charlie valencia,ivan menjivar,charlie valencia,Bantamweight Bout,KO/TKO ,3 Rnd (5-5-5),1,167.64,65.77,162.56,28.917180013689254,Orthodox,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5333333333333333,50.0,0.9333333333333333,65.0,0.0,0.0,14.285714285714292,2.0,0.0,0.0,0.1,0,1,0.0,0.0,2506.0,160.02,61.23,162.56,36.49555099247091,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,7.619999999999976,4.539999999999999,0.0,-7.578370978781656,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5333333333333333,50.0,0.9333333333333333,-35.0,0.0,0.0,-85.71428571428571,2.0,0.0,0.0,0.1,0,1,0.0,0.0,
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Daniel Roberts vs. Claude Patrick,daniel roberts,claude patrick,daniel roberts,claude patrick,Welterweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),0,177.8,77.11,187.96,30.732375085557837,Southpaw,4,3,1,0,0,0.75,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7733131159969674,20.238095238095237,1.5011372251705837,64.51612903225806,6.141015921152388,69.23076923076923,33.33333333333334,4.094010614101593,0.0,0.0,6.777862016679303,3,0,1.0,0.75,119.0,180.34,77.11,190.5,30.874743326488705,Orthodox,2,2,0,0,0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.6513761467889907,62.06896551724138,0.7798165137614679,48.484848484848484,2.7522935779816513,57.14285714285714,100.0,1.3761467889908257,0.0,0.0,11.7545871559633,2,0,1.0,1.0,196.0,-2.539999999999992,0.0,-2.539999999999992,-0.14236824093086753,2,1,1,0,0,-0.25,0.0,0.0,-0.16666666666666669,1.0,0.0,0.0,-0.8780630307920233,-41.83087027914614,0.7213207114091158,16.03128054740958,3.3887223431707363,12.087912087912088,-66.66666666666666,2.7178638251107667,0.0,0.0,-4.976725139283997,1,0,0.0,-0.25,-77.0
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Jake Ellenberger vs. Sean Pierson,jake ellenberger,sean pierson,jake ellenberger,sean pierson,Welterweight Bout,KO/TKO ,3 Rnd (5-5-5),1,175.26,77.11,180.34,26.088980150581794,Orthodox,4,3,1,0,0,0.75,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.0,2.2214460356269647,43.983402489626556,1.4669926650366747,62.765957446808514,4.086622424030737,72.22222222222221,88.88888888888889,0.9430667132378624,0.9430667132378624,0.0,6.989172196996158,3,0,1.0,0.75,84.0,182.88,77.11,193.04,35.13757700205339,Southpaw,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.466666666666667,44.26877470355731,2.3333333333333335,86.43410852713178,1.0,33.33333333333333,100.0,1.0,1.0,0.0,3.7,1,0,1.0,1.0,140.0,-7.6200000000000045,0.0,-12.699999999999989,-9.048596851471597,3,2,1,0,0,-0.25,0.3333333333333333,0.0,-0.6666666666666667,0.0,0.0,1.0,-5.245220631039702,-0.2853722139307564,-0.8663406682966588,-23.66815108032327,3.086622424030737,38.888888888888886,-11.111111111111114,-0.0569332867621376,-0.0569332867621376,0.0,3.289172196996158,2,0,0.0,-0.25,-56.0
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Nate Diaz vs. Rory MacDonald,nate diaz,rory macdonald,nate diaz,rory macdonald,Welterweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),0,182.88,77.11,193.04,26.036960985626283,Southpaw,12,8,4,0,0,0.6666666666666666,0.125,0.0,0.125,0.0,0.0,1.0,3.0843840931134823,34.543761638733706,2.2696411251212414,63.00813008130081,1.7458777885548011,35.8974358974359,47.16981132075472,1.870583344880144,0.24941111265068588,0.24941111265068588,2.9139531661355136,0,1,0.6666666666666666,0.6,119.0,182.88,77.11,193.04,21.77138945927447,Orthodox,2,1,1,0,0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.913793103448276,41.57303370786517,4.0344827586206895,58.51063829787234,3.8793103448275863,45.45454545454545,100.0,1.5517241379310347,0.0,0.0,5.15948275862069,0,1,0.5,0.5,322.0,0.0,0.0,0.0,4.265571526351813,10,7,3,0,0,0.16666666666666663,0.125,0.0,0.125,-1.0,0.0,1.0,1.1705909896652062,-7.029272069131466,-1.7648416334994481,4.4974917834284724,-2.133432556272785,-9.557109557109555,-52.83018867924528,0.3188592069491094,0.24941111265068588,0.24941111265068588,-2.245529592485177,0,0,0.16666666666666663,0.09999999999999998,-203.0
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Mark Bocek vs. Benson Henderson,mark bocek,benson henderson,mark bocek,benson henderson,Lightweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),0,172.72,70.31,190.5,29.51403148528405,Orthodox,8,5,3,0,0,0.625,0.0,0.0,0.2,0.3333333333333333,0.0,0.3333333333333333,1.7377423033067276,37.46312684365782,1.8335233751425315,57.594936708860764,3.8996579247434435,42.22222222222222,40.0,2.0524515393386547,0.0,0.20524515393386544,9.236031927023946,1,0,0.6666666666666666,0.8,140.0,175.26,77.11,177.8,27.45242984257358,Southpaw,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,-2.539999999999992,-6.799999999999997,12.699999999999989,2.061601642710471,8,5,3,0,0,0.625,0.0,0.0,0.2,0.3333333333333333,0.0,0.3333333333333333,1.7377423033067276,37.46312684365782,1.8335233751425315,-42.405063291139236,3.8996579247434435,42.22222222222222,-60.0,2.0524515393386547,0.0,0.20524515393386544,9.236031927023946,1,0,0.6666666666666666,0.8,
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Vladimir Matyushenko vs. Jason Brilz,vladimir matyushenko,jason brilz,vladimir matyushenko,jason brilz,Light Heavyweight Bout,KO/TKO ,3 Rnd (5-5-5),1,182.88,92.99,187.96,40.31759069130732,Orthodox,9,6,3,0,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.8877818563188256,45.11278195488722,1.4997378080755113,56.92771084337349,2.9889879391714738,40.42553191489361,69.56521739130434,0.15731515469323545,0.0,0.3146303093864709,5.466701625589932,1,0,0.6666666666666666,0.6,168.0,180.34,92.99,180.34,35.813826146475016,Orthodox,5,3,2,0,0,0.6,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.0,2.6951399116347567,41.12359550561798,1.6200294550810013,67.06586826347305,2.430044182621502,25.0,25.0,1.3254786450662739,0.0,0.0,6.88880706921944,0,1,0.3333333333333333,0.6,336.0,2.539999999999992,0.0,7.6200000000000045,4.503764544832308,4,3,1,0,0,0.06666666666666665,0.0,0.0,0.0,0.6666666666666666,0.0,-0.6666666666666667,-0.8073580553159312,3.9891864492692406,-0.12029164700549,-10.13815742009956,0.5589437565499717,15.425531914893611,44.565217391304344,-1.1681634903730385,0.0,0.3146303093864709,-1.4221054436295075,1,-1,0.3333333333333333,0.0,-168.0
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Lyoto Machida vs. Randy Couture,lyoto machida,randy couture,lyoto machida,randy couture,Light Heavyweight Bout,KO/TKO ,3 Rnd (5-5-5),1,185.42,83.91,187.96,32.917180013689254,Southpaw,10,8,2,0,0,0.8,0.25,0.0,0.625,0.5,0.0,0.5,3.0744974379188017,60.0924499229584,1.3795821836815136,61.790393013100434,1.4189988175009856,66.66666666666666,83.78378378378378,0.9459992116673237,1.064249113125739,0.11824990145841546,4.3594797004335835,0,2,0.3333333333333333,0.6,161.0,185.42,92.99,190.5,47.854893908282,Orthodox,23,16,7,0,0,0.6956521739130435,0.375,0.0,0.3125,0.7142857142857143,0.0,0.14285714285714285,2.8032638259292844,59.82972136222911,1.3816863100634635,58.63192182410423,2.8286491387126023,51.48514851485149,59.375,0.5983680870353583,0.054397098821396206,0.38077969174977344,6.886672710788759,3,0,1.0,0.6,245.0,0.0,-9.079999999999998,-2.539999999999992,-14.937713894592747,-13,-8,-5,0,0,0.10434782608695659,-0.125,0.0,0.3125,-0.2142857142857143,0.0,0.35714285714285715,0.27123361198951734,0.2627285607292933,-0.0021041263819499,3.1584711889962023,-1.4096503212116167,15.181518151815169,24.408783783783775,0.34763112463196544,1.0098520143043428,-0.262529790291358,-2.527193010355176,-3,2,-0.6666666666666667,0.0,-84.0
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Jose Aldo vs. Mark Hominick,jose aldo,mark hominick,jose aldo,mark hominick,UFC Featherweight Title Bout,Decision - Unanimous ,5 Rnd (5-5-5-5-5),1,170.18,61.23,177.8,24.637919233401778,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,172.72,65.77,172.72,28.772073921971252,Orthodox,3,3,0,0,0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,3.1714285714285713,31.896551724137932,2.914285714285714,78.54889589905363,0.0,0.0,87.5,0.6428571428571428,1.2857142857142856,0.0,0.44999999999999996,3,0,1.0,1.0,98.0,-2.539999999999992,-4.539999999999999,5.0800000000000125,-4.134154688569474,-3,-3,0,0,0,-1.0,-0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0,0.0,-3.1714285714285713,-31.896551724137932,-2.914285714285714,21.451104100946367,0.0,0.0,12.5,-0.6428571428571428,-1.2857142857142856,0.0,-0.44999999999999996,-3,0,-1.0,-1.0,
UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Georges St-Pierre vs. Jake Shields,georges st-pierre,jake shields,georges st-pierre,jake shields,UFC Welterweight Title Bout,Decision - Unanimous ,5 Rnd (5-5-5-5-5),1,180.34,83.91,193.04,29.946611909650922,Orthodox,17,15,2,0,0,0.8823529411764706,0.3333333333333333,0.0,0.5333333333333333,0.5,0.0,0.0,3.9088518843120066,56.242118537200504,1.0035056967572304,73.27887981330221,4.338299737072743,77.64705882352942,86.36363636363636,1.4460999123575808,0.5258545135845749,0.13146362839614373,8.30740578439965,8,0,1.0,1.0,140.0,182.88,77.11,182.88,32.303901437371664,Orthodox,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6666666666666667,54.347826086956516,2.3333333333333335,35.18518518518519,4.0,26.666666666666668,100.0,0.0,0.0,0.0,7.483333333333333,1,0,1.0,1.0,189.0,-2.539999999999992,6.799999999999997,10.159999999999997,-2.3572895277207415,16,14,2,0,0,-0.11764705882352944,0.3333333333333333,0.0,-0.4666666666666667,0.5,0.0,0.0,2.24218521764534,1.894292450243988,-1.329827636576103,38.09369462811702,0.3382997370727434,50.98039215686275,-13.63636363636364,1.4460999123575808,0.5258545135845749,0.13146362839614373,0.8240724510663169,7,0,0.0,0.0,-49.0
UFC 130: Rampage vs Hamill,2011-05-28,"Las Vegas, Nevada, USA",Cole Escovedo vs. Renan Barao,cole escovedo,renan barao,cole escovedo,renan barao,Bantamweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),0,170.18,61.23,182.88,29.741273100616016,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,167.64,65.77,177.8,24.320328542094455,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,2.5400000000000205,-4.539999999999999,5.079999999999984,5.420944558521562,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
UFC 130: Rampage vs Hamill,2011-05-28,"Las Vegas, Nevada, USA",Michael McDonald vs. Chris Cariaso,michael mcdonald,chris cariaso,michael mcdonald,chris cariaso,Bantamweight Bout,Decision - Split ,3 Rnd (5-5-5),1,180.34,92.99,,46.3025325119781,Orthodox,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4,47.66355140186916,3.0,54.08163265306122,5.0,100.0,100.0,3.0,0.0,0.0,3.9833333333333334,1,0,1.0,1.0,63.0,160.02,56.7,162.56,30.001368925393567,Southpaw,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.466666666666667,38.72832369942196,4.133333333333334,60.75949367088608,0.0,0.0,100.0,0.0,0.0,0.0,0.5666666666666667,1,0,1.0,1.0,126.0,20.319999999999993,36.28999999999999,,16.301163586584533,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0666666666666669,8.935227702447193,-1.1333333333333337,-6.67786101782486,5.0,100.0,0.0,3.0,0.0,0.0,3.416666666666667,0,0,0.0,0.0,-63.0
UFC 130: Rampage vs Hamill,2011-05-28,"Las Vegas, Nevada, USA",Gleison Tibau vs. Rafaello Oliveira,gleison tibau,rafaello oliveira,gleison tibau,rafaello oliveira,Lightweight Bout,Submission ,3 Rnd (5-5-5),1,177.8,70.31,180.34,27.638603696098563,Southpaw,13,8,5,0,0,0.6153846153846154,0.125,0.0,0.625,0.2,0.0,0.6,1.4993153811045186,31.285714285714285,1.8416248288452761,63.45108695652174,5.5454130534002735,60.67415730337079,84.0,1.026928343222273,0.1026928343222273,0.1026928343222273,7.092651757188498,1,0,0.6666666666666666,0.6,70.0,172.72,70.31,180.34,29.333333333333332,Orthodox,3,1,2,0,0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,2.2666666666666666,33.88704318936877,2.8666666666666667,64.56043956043956,3.333333333333333,50.0,16.666666666666657,1.3333333333333335,0.0,0.0,6.227777777777778,0,1,0.3333333333333333,0.3333333333333333,423.0,5.0800000000000125,0.0,0.0,-1.6947296372347687,10,7,3,0,0,0.2820512820512821,0.125,0.0,-0.375,0.2,0.0,-0.4,-0.767351285562148,-2.6013289036544833,-1.0250418378213906,-1.10935260391782,2.2120797200669404,10.67415730337079,67.33333333333334,-0.30640499011106037,0.1026928343222273,0.1026928343222273,0.8648739794107199,1,-1,0.3333333333333333,0.26666666666666666,-353.0
UFC 130: Rampage vs Hamill,2011-05-28,"Las Vegas, Nevada, USA",Kendall Grove vs. Tim Boetsch,kendall grove,tim boetsch,kendall grove,tim boetsch,Middleweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),0,198.12,83.91,200.66,28.539356605065024,Orthodox,12,7,5,0,0,0.5833333333333334,0.2857142857142857,0.0,0.42857142857142855,0.6,0.0,0.4,2.2475720672113457,44.91682070240296,2.32156620934176,48.77551020408163,0.55495606597811,80.0,61.11111111111111,2.3585632804069676,0.277478032989055,0.277478032989055,2.298443039926006,0,1,0.3333333333333333,0.4,175.0,182.88,83.91,187.96,30.327173169062284,Orthodox,6,3,3,0,0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,3.297560975609756,48.98550724637681,2.770731707317073,61.930294906166225,1.170731707317073,44.44444444444444,41.666666666666664,0.5853658536585366,0.2926829268292683,0.0,1.2097560975609758,0,1,0.3333333333333333,0.4,189.0,15.240000000000009,0.0,12.699999999999989,-1.7878165639972607,6,4,2,0,0,0.08333333333333337,-0.38095238095238093,0.0,0.09523809523809523,0.26666666666666666,0.0,0.06666666666666671,-1.0499889083984102,-4.068686543973854,-0.4491654979753128,-13.154784702084598,-0.6157756413389631,35.55555555555556,19.444444444444443,1.773197426748431,-0.015204893840213285,0.277478032989055,1.08868694236503,0,0,0.0,0.0,-14.0
UFC 130: Rampage vs Hamill,2011-05-28,"Las Vegas, Nevada, USA",Miguel Torres vs. Demetrious Johnson,miguel torres,demetrious johnson,miguel torres,demetrious johnson,Bantamweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),0,175.26,61.23,193.04,30.354551676933607,Orthodox,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.866666666666666,38.82978723404255,0.6666666666666666,92.5925925925926,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,112.0,160.02,56.7,167.64,24.788501026694046,Orthodox,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.533333333333333,37.254901960784316,1.0666666666666667,75.38461538461539,10.0,66.66666666666666,100.0,0.0,0.0,0.0,3.75,1,0,1.0,1.0,112.0,15.23999999999998,4.529999999999994,25.400000000000006,5.566050650239561,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333333333,1.5748852732582321,-0.4,17.20797720797721,-10.0,-66.66666666666666,0.0,0.0,0.0,0.0,-3.75,0,0,0.0,0.0,0.0
UFC 130: Rampage vs Hamill,2011-05-28,"Las Vegas, Nevada, USA",Brian Stann vs. Jorge Santiago,brian stann,jorge santiago,brian stann,jorge santiago,Middleweight Bout,KO/TKO ,3 Rnd (5-5-5),1,185.42,92.99,187.96,30.67214236824093,Orthodox,6,4,2,0,0,0.6666666666666666,0.25,0.0,0.5,0.0,0.0,0.5,2.5279187817258886,40.29126213592233,1.720812182741117,66.66666666666667,0.0,0.0,48.484848484848484,0.6852791878172589,0.6852791878172589,0.0,2.7335025380710665,2,0,0.6666666666666666,0.8,147.0,185.42,77.11,190.5,30.63107460643395,Orthodox,3,1,2,0,0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.4111922141119222,33.72093023255814,1.8491484184914841,63.46153846153847,1.4598540145985401,40.0,60.0,2.18978102189781,0.7299270072992701,1.4598540145985401,3.454987834549878,0,2,0.3333333333333333,0.3333333333333333,1627.0,0.0,15.879999999999995,-2.539999999999992,0.041067761806981906,3,3,0,0,0,0.3333333333333333,-0.75,0.0,0.5,-1.0,0.0,0.5,1.1167265676139664,6.570331903364192,-0.12833623575036723,3.2051282051282044,-1.4598540145985401,-40.0,-11.515151515151516,-1.5045018340805512,-0.04464781948201113,-1.4598540145985401,-0.7214852964788117,2,-2,0.3333333333333333,0.46666666666666673,-1480.0
UFC 130: Rampage vs Hamill,2011-05-28,"Las Vegas, Nevada, USA",Thiago Alves vs. Rick Story,thiago alves,rick story,thiago alves,rick story,Welterweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),0,175.26,77.11,177.8,27.64955509924709,Orthodox,14,10,4,0,0,0.7142857142857143,0.6,0.0,0.3,0.25,0.0,0.5,3.0550176557694497,39.107611548556434,2.3100580931768997,63.18082788671024,0.8201389679917986,80.0,59.45945945945946,0.4100694839958993,0.9226563389907735,0.20503474199794966,2.1221095796787792,1,0,0.3333333333333333,0.6,168.0,175.26,77.11,180.34,26.746064339493497,Southpaw,6,5,1,0,0,0.8333333333333334,0.2,0.0,0.6,0.0,0.0,1.0,3.411602209944751,40.82644628099173,1.6298342541436464,68.61702127659575,3.522099447513812,58.620689655172406,60.60606060606061,1.8646408839779003,0.20718232044198895,0.0,6.374309392265192,5,0,1.0,1.0,175.0,0.0,0.0,-2.539999999999992,0.9034907597535948,8,5,3,0,0,-0.11904761904761907,0.39999999999999997,0.0,-0.3,0.25,0.0,-0.5,-0.35658455417530144,-1.7188347324352975,0.6802238390332533,-5.43619338988551,-2.7019604795220133,21.379310344827594,-1.1466011466011494,-1.454571399982001,0.7154740185487846,0.20503474199794966,-4.252199812586413,-4,0,-0.6666666666666667,-0.4,-7.0
UFC 130: Rampage vs Hamill,2011-05-28,"Las Vegas, Nevada, USA",Stefan Struve vs. Travis Browne,stefan struve,travis browne,stefan struve,travis browne,Heavyweight Bout,KO/TKO ,3 Rnd (5-5-5),0,210.82,120.2,213.36,23.27173169062286,Orthodox,7,5,2,0,0,0.7142857142857143,0.4,0.0,0.2,1.0,0.0,0.0,2.505553087516659,51.93370165745856,3.251888049755664,57.34265734265735,0.7996446023989339,66.66666666666666,0.0,5.597512216792537,0.39982230119946693,1.5992892047978677,3.778320746334962,2,0,0.6666666666666666,0.8,168.0,198.12,115.67,200.66,28.862422997946613,Orthodox,2,1,0,1,0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0989761092150174,34.45378151260504,3.276450511945393,46.666666666666664,1.535836177474403,66.66666666666666,100.0,0.7679180887372015,0.7679180887372015,0.0,2.7005119453924915,0,0,1.0,1.0,224.0,12.699999999999989,4.530000000000001,12.700000000000017,-5.590691307323752,5,4,2,-1,0,0.2142857142857143,-0.6,0.0,0.2,1.0,0.0,0.0,0.40657697830164174,17.479920144853523,-0.024562462189728684,10.675990675990683,-0.7361915750754691,0.0,-100.0,4.829594128055335,-0.36809578753773453,1.5992892047978677,1.0778088009424707,2,0,-0.33333333333333337,-0.19999999999999996,-56.0
