,2_1_EVENT,2_1_name,2_1_wins,2_1_losses,2_1_draws,2_1_height_cm,2_1_weight_in_kg,2_1_reach_in_cm,2_1_significant_strikes_landed_per_minute,2_1_significant_striking_accuracy,2_1_significant_strikes_absorbed_per_minute,2_1_significant_strike_defence,2_1_average_takedowns_landed_per_15_minutes,2_1_takedown_accuracy,2_1_takedown_defense,2_1_average_submissions_attempted_per_15_minutes,2_1_age,2_1_stance_Open Stance,2_1_stance_Orthodox,2_1_stance_Sideways,2_1_stance_Southpaw,2_1_stance_Switch,2_1_stance_Unknown,2_1_rolling_win_rate,2_name,2_wins,2_losses,2_draws,2_height_cm,2_weight_in_kg,2_reach_in_cm,2_significant_strikes_landed_per_minute,2_significant_striking_accuracy,2_significant_strikes_absorbed_per_minute,2_significant_strike_defence,2_average_takedowns_landed_per_15_minutes,2_takedown_accuracy,2_takedown_defense,2_average_submissions_attempted_per_15_minutes,2_age,2_stance_Open Stance,2_stance_Orthodox,2_stance_Sideways,2_stance_Southpaw,2_stance_Switch,2_stance_Unknown,2_rolling_win_rate,outcome
0,UFC 314: Volkanovski vs. Lopes ,alexander volkanovski,26.0,3.0,0.0,167.64,65.77,180.34,6.19,57.0,3.42,58.0,1.84,37.0,70.0,0.2,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,diego lopes,23.0,6.0,0.0,180.34,65.77,182.88,2.47,53.0,4.91,37.0,0.0,0.0,42.0,5.3,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
1,UFC 314: Volkanovski vs. Lopes ,michael chandler,23.0,8.0,0.0,172.72,70.31,180.34,4.89,46.0,4.58,46.0,2.17,38.0,71.0,0.9,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,paddy pimblett,20.0,3.0,0.0,177.8,70.31,185.42,4.19,46.0,3.48,41.0,0.97,25.0,56.0,2.4,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
2,UFC 314: Volkanovski vs. Lopes ,yair rodriguez,16.0,4.0,0.0,180.34,65.77,180.34,4.63,46.0,4.07,51.0,0.73,28.0,59.0,0.7,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,patricio freire,26.0,4.0,0.0,165.1,65.77,165.1,2.84,41.0,4.43,60.0,0.6,18.0,94.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4092429168601951,0
3,UFC 314: Volkanovski vs. Lopes ,bryce mitchell,16.0,2.0,0.0,177.8,65.77,177.8,2.34,58.0,1.64,58.0,3.51,41.0,33.0,1.6,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,jean silva,11.0,2.0,0.0,170.18,65.77,175.26,5.8,48.0,4.73,55.0,1.0,33.0,100.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
4,UFC 314: Volkanovski vs. Lopes ,bryce mitchell,16.0,2.0,0.0,177.8,65.77,177.8,2.34,58.0,1.64,58.0,3.51,41.0,33.0,1.6,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,jean silva,19.0,12.0,3.0,167.64,72.57,181.80887362637364,0.73,22.0,2.93,52.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
5,UFC 314: Volkanovski vs. Lopes ,nikita krylov,30.0,9.0,0.0,190.5,92.99,195.58,4.38,55.0,2.47,44.0,2.29,38.0,53.0,1.4,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,dominick reyes,12.0,4.0,0.0,193.04,92.99,195.58,4.75,50.0,3.77,48.0,0.36,28.0,80.0,0.4,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
6,UFC 314: Volkanovski vs. Lopes ,dan ige,17.0,7.0,0.0,170.18,65.77,180.34,3.76,45.0,3.53,57.0,1.07,26.0,58.0,0.3,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,sean woodson,10.0,1.0,1.0,187.96,65.77,198.12,5.41,46.0,4.0,57.0,0.71,80.0,83.0,0.5,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
7,UFC 314: Volkanovski vs. Lopes ,yan xiaonan,17.0,3.0,0.0,165.1,52.16,160.02,5.55,44.0,3.56,61.0,0.86,66.0,70.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,virna jandiroba,19.0,3.0,0.0,160.02,52.16,162.56,2.34,40.0,3.03,56.0,2.42,39.0,73.0,1.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
8,UFC 314: Volkanovski vs. Lopes ,jim miller,36.0,17.0,0.0,172.72,70.31,180.34,2.86,41.0,3.08,58.0,1.56,43.0,48.0,1.8,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,chase hooper,13.0,3.0,1.0,185.42,70.31,187.96,4.86,51.0,3.59,36.0,1.42,22.0,55.0,2.2,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
9,UFC 314: Volkanovski vs. Lopes ,darren elkins,28.0,11.0,0.0,177.8,65.77,180.34,3.44,38.0,3.27,52.0,2.85,35.0,56.0,1.1,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,julian erosa,28.0,12.0,0.0,185.42,65.77,187.96,6.22,48.0,6.35,47.0,1.66,46.0,61.0,0.6,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
10,UFC 314: Volkanovski vs. Lopes ,sedriques dumas,9.0,1.0,0.0,187.96,83.91,200.66,1.88,49.0,2.01,56.0,0.77,50.0,40.0,0.4,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,michal oleksiejczuk,19.0,6.0,0.0,182.88,83.91,187.96,5.12,50.0,4.17,62.0,0.76,44.0,48.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
11,UFC 314: Volkanovski vs. Lopes ,sumudaerji,16.0,5.0,0.0,172.72,56.7,182.88,4.83,54.0,2.75,62.0,0.32,100.0,66.0,0.6,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,mitch raposo,5.0,1.0,0.0,165.1,56.7,162.56,2.57,25.0,3.18,56.0,3.67,66.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
12,UFC 314: Volkanovski vs. Lopes ,tresean gore,5.0,2.0,0.0,182.88,83.91,190.5,3.04,53.0,6.13,47.0,3.04,71.0,81.0,1.2,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,marco tulio,10.0,1.0,0.0,182.88,83.91,187.96,3.2,48.0,2.2,52.0,2.0,25.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
13,UFC 314: Volkanovski vs. Lopes ,nora cornolle,7.0,1.0,0.0,170.18,61.23,170.18,2.67,51.0,1.2,57.0,0.0,0.0,37.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,hailey cowan,7.0,3.0,0.0,172.72,61.23,170.18,2.97,42.0,3.17,34.0,1.5,33.0,80.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
14,UFC Fight Night: Emmett vs. Murphy ,josh emmett,18.0,4.0,0.0,167.64,65.77,177.8,4.07,36.0,4.66,61.0,0.92,37.0,46.0,0.1,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,lerone murphy,13.0,0.0,1.0,175.26,65.77,185.42,3.65,50.0,2.4,56.0,1.29,46.0,46.0,0.9,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
15,UFC Fight Night: Emmett vs. Murphy ,pat sabatini,18.0,5.0,0.0,172.72,65.77,177.8,2.02,59.0,1.54,49.0,3.73,42.0,50.0,1.9,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,joanderson brito,16.0,3.0,1.0,172.72,65.77,182.88,3.32,51.0,2.62,47.0,3.4,75.0,50.0,0.8,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
16,UFC Fight Night: Emmett vs. Murphy ,cortavious romious,7.0,2.0,0.0,162.56,61.23,172.72,14.48,31.0,20.69,41.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,changho lee,9.0,1.0,0.0,172.72,61.23,175.26,4.3,69.0,1.03,47.0,4.3,35.0,25.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
17,UFC Fight Night: Emmett vs. Murphy ,brad tavares,20.0,9.0,0.0,185.42,83.91,187.96,3.38,43.0,3.03,56.0,0.81,26.0,82.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,gerald meerschaert,35.0,17.0,0.0,185.42,83.91,195.58,3.3,44.0,3.5,53.0,2.01,37.0,34.0,1.5,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
18,UFC Fight Night: Emmett vs. Murphy ,ode osbourne,12.0,6.0,0.0,170.18,56.7,185.42,3.74,39.0,4.41,45.0,1.37,27.0,68.0,0.3,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
19,UFC Fight Night: Emmett vs. Murphy ,torrez finney,7.0,0.0,0.0,172.72,83.91,190.5,0.91,58.0,2.33,47.0,13.61,63.0,0.0,3.9,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4092429168601951,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
20,UFC Fight Night: Emmett vs. Murphy ,diana belbita,15.0,8.0,0.0,170.18,52.16,172.72,6.59,42.0,6.43,51.0,0.97,62.0,69.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,dione barbosa,6.0,2.0,0.0,167.64,56.7,167.64,0.87,50.0,0.65,66.0,3.27,100.0,0.0,9.8,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
21,UFC Fight Night: Emmett vs. Murphy ,rhys mckee,10.0,5.0,1.0,187.96,77.11,198.12,6.06,48.0,9.47,44.0,0.0,0.0,33.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
22,UFC Fight Night: Emmett vs. Murphy ,loma lookboonmee,8.0,3.0,0.0,154.94,52.16,154.94,4.14,58.0,2.58,52.0,2.04,50.0,74.0,0.2,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,istela nunes,6.0,5.0,0.0,162.56,52.16,167.64,5.02,45.0,4.84,60.0,0.0,0.0,50.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
23,UFC Fight Night: Emmett vs. Murphy ,victor henry,23.0,6.0,0.0,170.18,61.23,172.72,8.26,54.0,5.95,47.0,0.0,0.0,78.0,0.6,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,pedro falcao,15.0,3.0,0.0,167.64,61.23,167.64,3.02,60.0,0.57,65.0,3.23,60.0,83.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
24,UFC Fight Night: Emmett vs. Murphy ,martin buday,13.0,1.0,0.0,193.04,120.2,195.58,5.62,52.0,5.4,55.0,0.3,50.0,100.0,0.3,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
25,UFC Fight Night: Emmett vs. Murphy ,vanessa demopoulos,10.0,5.0,0.0,157.48,52.16,149.86,3.44,43.0,5.06,43.0,0.49,13.0,30.0,0.7,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,talita alencar,4.0,0.0,1.0,154.94,52.16,147.32,2.33,38.0,5.8,42.0,4.0,16.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
26,UFC Fight Night: Moreno vs. Erceg ,brandon moreno,21.0,7.0,2.0,170.18,56.7,177.8,3.8,43.0,3.4,56.0,1.73,45.0,64.0,0.5,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,steve erceg,11.0,1.0,0.0,172.72,56.7,172.72,4.27,48.0,3.57,49.0,2.0,33.0,77.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
27,UFC Fight Night: Moreno vs. Erceg ,manuel torres,14.0,2.0,0.0,177.8,70.31,185.42,9.66,58.0,3.76,56.0,0.0,0.0,100.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,drew dober,27.0,12.0,0.0,172.72,70.31,177.8,4.58,40.0,4.46,51.0,0.68,17.0,56.0,0.1,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
28,UFC Fight Night: Moreno vs. Erceg ,edgar chairez,10.0,5.0,0.0,170.18,56.7,180.34,2.6,48.0,4.26,41.0,0.0,0.0,45.0,1.3,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,cj vergara,12.0,4.0,1.0,167.64,56.7,172.72,6.01,57.0,5.01,53.0,0.0,0.0,74.0,0.2,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0
29,UFC Fight Night: Moreno vs. Erceg ,raul rosas jr,8.0,1.0,0.0,175.26,61.23,170.18,1.28,44.0,1.52,46.0,3.57,33.0,0.0,1.8,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,vince morales,11.0,7.0,0.0,175.26,61.23,177.8,4.17,37.0,4.24,53.0,0.14,25.0,64.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0
30,UFC Fight Night: Moreno vs. Erceg ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,saimon oliveira,18.0,5.0,0.0,162.56,61.23,182.88,2.82,41.0,3.91,48.0,1.21,25.0,35.0,1.6,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,UFC Fight Night: Moreno vs. Erceg ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,kevin borjas,9.0,2.0,0.0,165.1,56.7,172.72,5.4,41.0,6.63,49.0,0.0,0.0,56.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,UFC Fight Night: Moreno vs. Erceg ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
33,UFC Fight Night: Moreno vs. Erceg ,christian rodriguez,10.0,1.0,0.0,170.18,61.23,180.34,3.51,46.0,2.46,58.0,1.4,54.0,70.0,1.4,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,melquizael costa,20.0,6.0,0.0,177.8,70.31,180.34,5.11,45.0,2.53,64.0,1.87,37.0,42.0,0.6,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
34,UFC Fight Night: Moreno vs. Erceg ,loopy godinez,12.0,3.0,0.0,157.48,52.16,154.94,4.31,49.0,3.76,62.0,3.39,46.0,86.0,1.1,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,julia polastri,12.0,3.0,0.0,157.48,52.16,160.02,6.19,52.0,5.11,62.0,0.62,100.0,42.0,0.6,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
35,UFC Fight Night: Moreno vs. Erceg ,rafa garcia,16.0,3.0,0.0,170.18,70.31,177.8,4.19,42.0,4.21,61.0,3.61,44.0,79.0,0.3,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,vinc pichel,14.0,3.0,0.0,177.8,70.31,182.88,3.56,47.0,2.5,58.0,3.0,54.0,23.0,0.2,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
36,UFC Fight Night: Moreno vs. Erceg ,jamall emmers,20.0,7.0,0.0,177.8,65.77,187.96,5.1,48.0,3.79,57.0,1.96,40.0,90.0,0.2,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,gabriel miranda,17.0,6.0,0.0,180.34,65.77,180.34,3.52,51.0,6.88,39.0,4.8,40.0,0.0,2.4,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0
37,UFC Fight Night: Moreno vs. Erceg ,marquel mederos,8.0,1.0,0.0,177.8,70.31,175.26,5.78,60.0,1.93,63.0,0.0,0.0,100.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,austin hubbard,16.0,7.0,0.0,177.8,70.31,180.34,3.83,46.0,3.37,56.0,1.55,52.0,63.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
38,UFC Fight Night: Edwards vs. Brady ,leon edwards,21.0,3.0,0.0,187.96,77.11,187.96,2.8,53.0,2.4,53.0,1.26,33.0,69.0,0.3,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,sean brady,16.0,1.0,0.0,177.8,77.11,182.88,3.77,53.0,3.55,61.0,3.29,57.0,87.0,1.2,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
39,UFC Fight Night: Edwards vs. Brady ,jan blachowicz,29.0,10.0,1.0,187.96,92.99,198.12,3.41,50.0,2.91,53.0,1.09,50.0,68.0,0.3,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,carlos ulberg,10.0,1.0,0.0,193.04,92.99,195.58,7.29,59.0,3.59,52.0,0.95,75.0,75.0,0.3,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
40,UFC Fight Night: Edwards vs. Brady ,gunnar nelson,19.0,5.0,1.0,180.34,77.11,182.88,1.84,61.0,3.0,49.0,1.9,59.0,66.0,1.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,kevin holland,25.0,10.0,0.0,190.5,77.11,205.74,4.39,49.0,3.22,51.0,0.78,38.0,53.0,0.5,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
41,UFC Fight Night: Edwards vs. Brady ,molly mccann,13.0,6.0,0.0,162.56,56.7,157.48,5.68,49.0,4.9,63.0,1.65,35.0,43.0,0.5,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
42,UFC Fight Night: Edwards vs. Brady ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,chris duncan,11.0,1.0,0.0,177.8,70.31,180.34,5.08,46.0,3.74,49.0,3.63,39.0,100.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
43,UFC Fight Night: Edwards vs. Brady ,nathaniel wood,20.0,6.0,0.0,167.64,65.77,175.26,5.91,50.0,4.22,56.0,1.74,48.0,70.0,0.5,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,morgan charriere,19.0,9.0,1.0,172.72,65.77,175.26,6.75,53.0,2.34,78.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0
44,UFC Fight Night: Edwards vs. Brady ,jai herbert,12.0,5.0,1.0,185.42,70.31,195.58,2.69,41.0,3.15,45.0,0.2,10.0,57.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
45,UFC Fight Night: Edwards vs. Brady ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,felipe dos santos,7.0,1.0,0.0,170.18,56.7,177.8,6.6,32.0,7.47,38.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
46,UFC Fight Night: Edwards vs. Brady ,marcin tybura,24.0,8.0,0.0,190.5,112.94,198.12,3.55,48.0,3.35,55.0,1.39,33.0,79.0,0.1,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,mick parkin,8.0,0.0,0.0,193.04,120.2,200.66,4.41,52.0,4.01,55.0,2.35,41.0,50.0,0.5,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0
47,UFC Fight Night: Edwards vs. Brady ,christian leroy duncan,9.0,1.0,0.0,187.96,83.91,200.66,5.06,59.0,4.68,47.0,0.0,0.0,50.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
48,UFC Fight Night: Edwards vs. Brady ,shauna bannon,5.0,1.0,0.0,165.1,52.16,165.1,3.6,37.0,3.73,37.0,0.0,0.0,33.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,puja tomar,8.0,4.0,0.0,177.8,52.16,181.80887362637364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
49,UFC Fight Night: Edwards vs. Brady ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,caolan loughran,8.0,1.0,0.0,167.64,61.23,172.72,3.2,36.0,5.6,48.0,2.0,18.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0
50,UFC Fight Night: Edwards vs. Brady ,guram kutateladze,12.0,4.0,0.0,180.34,70.31,182.88,4.62,45.0,4.53,56.0,0.69,18.0,75.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,kaue fernandes,8.0,2.0,0.0,175.26,70.31,185.42,1.53,54.0,0.87,59.0,1.0,100.0,62.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
51,UFC Fight Night: Vettori vs. Dolidze 2 ,marvin vettori,19.0,7.0,1.0,182.88,83.91,187.96,4.56,45.0,4.24,56.0,1.66,45.0,69.0,0.5,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,roman dolidze,12.0,2.0,0.0,187.96,83.91,193.04,3.02,44.0,3.01,55.0,1.72,50.0,33.0,1.7,36.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
52,UFC Fight Night: Vettori vs. Dolidze 2 ,chidi njokuani,22.0,10.0,0.0,190.5,83.91,203.2,4.04,60.0,3.19,53.0,0.0,0.0,67.0,0.3,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,elizeu zaleski dos santos,24.0,7.0,1.0,180.34,77.11,185.42,4.52,42.0,3.33,57.0,0.43,13.0,68.0,0.4,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
53,UFC Fight Night: Vettori vs. Dolidze 2 ,alexander hernandez,14.0,7.0,0.0,175.26,65.77,182.88,4.63,41.0,4.9,56.0,1.2,31.0,60.0,0.1,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,kurt holobaugh,21.0,7.0,0.0,180.34,70.31,177.8,4.89,44.0,4.44,48.0,0.87,36.0,50.0,1.1,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
54,UFC Fight Night: Vettori vs. Dolidze 2 ,damon blackshear,14.0,6.0,1.0,177.8,61.23,182.88,4.28,47.0,4.09,48.0,2.34,37.0,66.0,0.8,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,cody gibson,20.0,9.0,0.0,177.8,61.23,180.34,4.75,45.0,4.73,55.0,1.35,35.0,64.0,0.3,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
