,2_1_EVENT,2_1_name,2_1_wins,2_1_losses,2_1_draws,2_1_height_cm,2_1_weight_in_kg,2_1_reach_in_cm,2_1_significant_strikes_landed_per_minute,2_1_significant_striking_accuracy,2_1_significant_strikes_absorbed_per_minute,2_1_significant_strike_defence,2_1_average_takedowns_landed_per_15_minutes,2_1_takedown_accuracy,2_1_takedown_defense,2_1_average_submissions_attempted_per_15_minutes,2_1_age,2_1_stance_Open Stance,2_1_stance_Orthodox,2_1_stance_Sideways,2_1_stance_Southpaw,2_1_stance_Switch,2_1_stance_Unknown,2_1_rolling_win_rate,2_name,2_wins,2_losses,2_draws,2_height_cm,2_weight_in_kg,2_reach_in_cm,2_significant_strikes_landed_per_minute,2_significant_striking_accuracy,2_significant_strikes_absorbed_per_minute,2_significant_strike_defence,2_average_takedowns_landed_per_15_minutes,2_takedown_accuracy,2_takedown_defense,2_average_submissions_attempted_per_15_minutes,2_age,2_stance_Open Stance,2_stance_Orthodox,2_stance_Sideways,2_stance_Southpaw,2_stance_Switch,2_stance_Unknown,2_rolling_win_rate,outcome
6138,UFC on FX: Maynard vs Guida ,matt brown,26.0,19.0,0.0,182.88,77.11,190.5,3.76,55.0,2.92,55.0,1.68,46.0,63.0,1.3,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,luis ramos,20.0,10.0,2.0,172.72,77.11,181.80887362637364,2.4,35.0,5.6,42.0,1.5,20.0,100.0,0.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6139,UFC on FX: Maynard vs Guida ,dan miller,14.0,8.0,0.0,185.42,83.91,187.96,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,ricardo funch,9.0,6.0,0.0,177.8,77.11,187.96,2.61,65.0,3.57,40.0,1.24,18.0,60.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6140,UFC on FX: Maynard vs Guida ,ken stone,11.0,4.0,0.0,172.72,61.23,180.34,3.85,49.0,2.9,48.0,1.24,33.0,60.0,0.6,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,dustin pague,12.0,11.0,0.0,175.26,61.23,187.96,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0
6141,UFC on FX: Johnson vs McCall ,demetrious johnson,27.0,3.0,1.0,160.02,56.7,167.64,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,ian mccall,13.0,5.0,1.0,165.1,56.7,162.56,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
6142,UFC on FX: Johnson vs McCall ,erick silva,19.0,9.0,0.0,182.88,77.11,187.96,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,charlie brenneman,19.0,8.0,0.0,177.8,70.31,177.8,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
6143,UFC on FX: Johnson vs McCall ,mike pyle,27.0,14.0,1.0,182.88,77.11,187.96,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,josh neer,36.0,16.0,1.0,180.34,77.11,182.88,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
6144,UFC on FX: Johnson vs McCall ,eddie wineland,24.0,16.0,1.0,170.18,61.23,175.26,3.4,29.0,3.76,68.0,0.34,33.0,86.0,0.1,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,scott jorgensen,15.0,12.0,0.0,165.1,61.23,167.64,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0
6145,UFC on FX: Johnson vs McCall ,mike pierce,17.0,7.0,0.0,172.72,77.11,180.34,2.62,42.0,2.36,62.0,3.08,42.0,71.0,0.2,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,carlos eduardo rocha,9.0,4.0,0.0,177.8,77.11,185.42,1.24,34.0,1.85,55.0,0.0,0.0,52.0,1.4,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
6146,UFC on FX: Johnson vs McCall ,seth baczynski,20.0,14.0,0.0,190.5,77.11,190.5,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,lance benoist,7.0,2.0,0.0,180.34,77.11,182.88,3.68,51.0,2.7,56.0,1.5,33.0,61.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0
6147,UFC on FX: Johnson vs McCall ,leonard garcia,18.0,13.0,1.0,177.8,65.77,172.72,2.77,24.0,4.79,52.0,0.3,26.0,42.0,0.5,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,matt grice,15.0,5.0,0.0,172.72,65.77,177.8,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0
6148,UFC on FX: Johnson vs McCall ,dustin pague,12.0,11.0,0.0,175.26,61.23,187.96,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,jared papazian,20.0,13.0,0.0,172.72,61.23,170.18,3.33,39.0,3.81,44.0,0.0,0.0,50.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6149,UFC on FX: Johnson vs McCall ,tim means,33.0,15.0,1.0,187.96,77.11,190.5,5.1,49.0,3.65,60.0,1.16,42.0,65.0,0.2,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,justin salas,12.0,7.0,0.0,172.72,70.31,177.8,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
6150,UFC on FX: Johnson vs McCall ,buddy roberts,12.0,3.0,0.0,187.96,83.91,181.80887362637364,2.17,34.0,2.08,70.0,0.0,0.0,76.0,0.7,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,caio magalhaes,10.0,3.0,0.0,185.42,83.91,185.42,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
6151,UFC on FX: Johnson vs McCall ,henry martinez,9.0,4.0,0.0,170.18,70.31,175.26,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bernardo magalhaes,13.0,4.0,0.0,175.26,70.31,181.80887362637364,1.8,27.0,3.37,68.0,0.0,0.0,0.0,0.5,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6152,UFC on FX: Johnson vs McCall ,jake hecht,11.0,4.0,0.0,182.88,77.11,185.42,3.26,47.0,2.76,56.0,2.04,37.0,40.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,sean pierson,14.0,6.0,0.0,182.88,77.11,193.04,3.84,39.0,3.73,64.0,0.39,18.0,66.0,0.4,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
6153,The Ultimate Fighter: Live Finale ,jake ellenberger,31.0,15.0,0.0,175.26,77.11,180.34,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,martin kampmann,20.0,7.0,0.0,182.88,77.11,182.88,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
6154,The Ultimate Fighter: Live Finale ,michael chiesa,18.0,7.0,0.0,185.42,77.11,190.5,1.87,40.0,1.7,54.0,3.33,50.0,60.0,1.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,al iaquinta,14.0,7.0,1.0,177.8,70.31,177.8,4.06,40.0,4.53,61.0,0.63,18.0,74.0,0.2,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
6155,The Ultimate Fighter: Live Finale ,jonathan brookins,16.0,10.0,0.0,182.88,65.77,187.96,2.69,39.0,3.63,56.0,1.94,17.0,80.0,0.3,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,charles oliveira,34.0,9.0,0.0,177.8,70.31,187.96,3.54,53.0,3.19,51.0,2.32,40.0,55.0,2.7,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
6156,The Ultimate Fighter: Live Finale ,max holloway,25.0,7.0,0.0,180.34,65.77,175.26,7.17,47.0,4.75,59.0,0.27,53.0,84.0,0.3,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,pat schilling,5.0,2.0,0.0,172.72,65.77,181.80887362637364,1.87,26.0,8.24,52.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6157,The Ultimate Fighter: Live Finale ,justin lawrence,10.0,4.0,0.0,172.72,65.77,170.18,3.84,35.0,2.83,67.0,0.72,28.0,73.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,john cofer,8.0,4.0,0.0,175.26,70.31,181.80887362637364,2.73,41.0,3.43,62.0,1.22,50.0,64.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6158,The Ultimate Fighter: Live Finale ,daron cruickshank,18.0,10.0,0.0,172.72,70.31,182.88,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,chris tickle,9.0,9.0,0.0,175.26,70.31,181.80887362637364,1.07,40.0,1.13,43.0,1.0,25.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4092429168601951,0
6159,The Ultimate Fighter: Live Finale ,myles jury,17.0,4.0,0.0,177.8,65.77,185.42,2.94,42.0,2.16,66.0,2.16,55.0,50.0,0.3,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,chris saunders,16.0,8.0,0.0,172.72,70.31,181.80887362637364,1.48,22.0,2.96,75.0,3.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4092429168601951,0
6160,The Ultimate Fighter: Live Finale ,cristiano marcello,13.0,6.0,0.0,175.26,70.31,182.88,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,sam sicilia,15.0,8.0,0.0,172.72,65.77,170.18,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0
6161,The Ultimate Fighter: Live Finale ,joe proctor,11.0,5.0,0.0,177.8,70.31,182.88,3.39,36.0,3.93,59.0,0.0,0.0,70.0,1.8,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,jeremy larsen,8.0,5.0,0.0,177.8,65.77,177.8,4.87,48.0,5.75,57.0,2.49,33.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6162,The Ultimate Fighter: Live Finale ,john albert,6.0,5.0,0.0,172.72,61.23,172.72,3.05,49.0,2.82,35.0,0.0,0.0,50.0,6.1,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,erik perez,17.0,6.0,0.0,172.72,61.23,172.72,3.16,40.0,2.09,66.0,3.16,55.0,69.0,0.2,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
6163,UFC 146: Dos Santos vs Mir ,junior dos santos,21.0,9.0,0.0,193.04,107.95,195.58,4.49,47.0,3.33,56.0,0.3,50.0,81.0,0.1,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,frank mir,18.0,11.0,0.0,190.5,119.75,200.66,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
6164,UFC 146: Dos Santos vs Mir ,cain velasquez,14.0,3.0,0.0,185.42,108.86,195.58,6.37,57.0,2.33,57.0,5.13,45.0,85.0,0.4,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,antonio silva,19.0,12.0,1.0,193.04,119.75,208.28,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6165,UFC 146: Dos Santos vs Mir ,roy nelson,22.0,14.0,0.0,182.88,119.29,185.42,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,dave herman,22.0,6.0,0.0,193.04,109.77,195.58,4.98,60.0,3.78,48.0,1.49,100.0,58.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0
6166,UFC 146: Dos Santos vs Mir ,stipe miocic,20.0,4.0,0.0,193.04,108.86,203.2,4.82,53.0,3.82,54.0,1.86,34.0,68.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,shane del rosario,11.0,2.0,0.0,193.04,113.4,181.80887362637364,3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6167,UFC 146: Dos Santos vs Mir ,stefan struve,33.0,13.0,0.0,210.82,120.2,213.36,3.12,47.0,4.04,46.0,0.56,46.0,55.0,1.7,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,lavar johnson,18.0,10.0,0.0,193.04,108.86,208.28,5.39,55.0,2.54,55.0,0.61,66.0,54.0,0.6,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0
6168,UFC 146: Dos Santos vs Mir ,diego brandao,22.0,11.0,0.0,170.18,65.77,162.56,2.94,47.0,3.38,62.0,3.21,68.0,80.0,0.6,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,darren elkins,28.0,11.0,0.0,177.8,65.77,180.34,3.44,38.0,3.27,52.0,2.85,35.0,56.0,1.1,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
6169,UFC 146: Dos Santos vs Mir ,edson barboza,24.0,11.0,0.0,180.34,65.77,190.5,4.18,45.0,4.34,57.0,0.48,50.0,75.0,0.1,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,jamie varner,21.0,11.0,1.0,172.72,70.31,180.34,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0
6170,UFC 146: Dos Santos vs Mir ,jason miller,23.0,10.0,0.0,185.42,83.91,181.80887362637364,1.83,43.0,2.3,49.0,1.31,28.0,43.0,1.3,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,cb dollaway,17.0,9.0,0.0,187.96,83.91,193.04,2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
6171,UFC 146: Dos Santos vs Mir ,dan hardy,25.0,10.0,0.0,182.88,77.11,187.96,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,duane ludwig,21.0,14.0,0.0,177.8,77.11,177.8,4.62,44.0,3.05,57.0,0.43,25.0,59.0,0.1,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
6172,UFC 146: Dos Santos vs Mir ,jacob volkmann,19.0,7.0,0.0,175.26,70.31,180.34,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,paul sass,14.0,2.0,0.0,182.88,70.31,185.42,0.53,26.0,1.9,51.0,0.53,16.0,33.0,7.4,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0
6173,UFC 146: Dos Santos vs Mir ,kyle kingsbury,11.0,6.0,0.0,193.04,92.99,200.66,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,glover teixeira,33.0,9.0,0.0,187.96,92.99,193.04,3.73,49.0,4.43,51.0,2.11,33.0,60.0,0.9,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
6174,UFC 146: Dos Santos vs Mir ,mike brown,26.0,9.0,0.0,167.64,65.77,177.8,2.98,44.0,2.45,60.0,3.23,40.0,66.0,0.6,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,daniel pineda,28.0,15.0,0.0,170.18,65.77,175.26,3.09,49.0,3.18,46.0,1.71,25.0,48.0,1.7,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
6175,UFC on FUEL TV: Korean Zombie vs Poirier ,chan sung jung,17.0,8.0,0.0,170.18,65.77,182.88,3.93,41.0,4.52,52.0,0.7,44.0,72.0,0.6,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,dustin poirier,29.0,8.0,0.0,175.26,70.31,182.88,5.49,50.0,4.3,53.0,1.36,36.0,63.0,1.2,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
6176,UFC on FUEL TV: Korean Zombie vs Poirier ,amir sadollah,6.0,5.0,0.0,177.8,77.11,190.5,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,jorge lopez,11.0,5.0,0.0,177.8,77.11,181.80887362637364,2.47,59.0,2.57,50.0,3.5,41.0,81.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6177,UFC on FUEL TV: Korean Zombie vs Poirier ,donald cerrone,36.0,17.0,0.0,185.42,70.31,185.42,4.41,46.0,4.48,53.0,1.16,33.0,73.0,1.2,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,jeremy stephens,28.0,19.0,0.0,175.26,65.77,180.34,3.17,40.0,3.05,58.0,1.16,38.0,65.0,0.4,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
6178,UFC on FUEL TV: Korean Zombie vs Poirier ,yves jabouin,20.0,11.0,0.0,170.18,61.23,172.72,3.06,41.0,2.93,62.0,1.94,60.0,82.0,0.1,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,jeff hougland,10.0,6.0,0.0,170.18,61.23,172.72,1.86,48.0,3.46,47.0,0.86,18.0,0.0,1.1,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
6179,UFC on FUEL TV: Korean Zombie vs Poirier ,igor pokrajac,28.0,13.0,0.0,182.88,92.99,187.96,2.25,45.0,4.26,40.0,0.87,29.0,51.0,0.2,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,fabio maldonado,23.0,11.0,0.0,185.42,92.99,190.5,5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
6180,UFC on FUEL TV: Korean Zombie vs Poirier ,jason macdonald,25.0,16.0,0.0,190.5,83.91,203.2,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,tom lawlor,10.0,6.0,0.0,182.88,92.99,187.96,2.5,42.0,2.41,60.0,2.46,32.0,57.0,1.4,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
6181,UFC on FUEL TV: Korean Zombie vs Poirier ,brad tavares,20.0,9.0,0.0,185.42,83.91,187.96,3.38,43.0,3.03,56.0,0.81,26.0,82.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,dongi yang,13.0,3.0,0.0,177.8,83.91,185.42,3.55,51.0,3.21,63.0,1.7,41.0,61.0,0.5,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0
6182,UFC on FUEL TV: Korean Zombie vs Poirier ,cody mckenzie,16.0,10.0,0.0,182.88,70.31,182.88,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,marcus levesseur,22.0,7.0,0.0,175.26,70.31,177.8,2.55,64.0,3.7,37.0,3.89,36.0,83.0,0.6,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6183,UFC on FUEL TV: Korean Zombie vs Poirier ,tj grant,21.0,5.0,0.0,177.8,70.31,182.88,3.95,54.0,3.21,56.0,1.63,43.0,36.0,0.6,41.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,carlo prater,31.0,18.0,1.0,180.34,70.31,182.88,2.03,47.0,4.07,35.0,0.43,9.0,57.0,1.7,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0
6184,UFC on FUEL TV: Korean Zombie vs Poirier ,rafael dos anjos,32.0,15.0,0.0,172.72,77.11,177.8,3.52,47.0,3.19,60.0,2.01,35.0,56.0,0.6,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,kamal shalorus,9.0,5.0,2.0,172.72,70.31,172.72,3.06,32.0,2.99,70.0,2.07,50.0,80.0,0.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6185,UFC on FUEL TV: Korean Zombie vs Poirier ,jeff curran,36.0,18.0,1.0,167.64,61.23,175.26,1.54,31.0,2.48,60.0,0.35,12.0,35.0,1.2,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,johnny eduardo,28.0,13.0,0.0,170.18,61.23,180.34,2.95,39.0,3.22,63.0,0.22,20.0,58.0,0.4,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
6186,UFC on FUEL TV: Korean Zombie vs Poirier ,alex soto,8.0,3.0,1.0,172.72,61.23,181.80887362637364,2.95,25.0,5.02,59.0,2.82,30.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,francisco rivera,11.0,7.0,0.0,172.72,61.23,177.8,4.07,41.0,3.16,68.0,1.01,63.0,68.0,0.6,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
6187,UFC on FOX: Diaz vs Miller ,nate diaz,22.0,13.0,0.0,182.88,77.11,193.04,4.57,45.0,3.77,52.0,1.05,30.0,41.0,1.3,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,jim miller,36.0,17.0,0.0,172.72,70.31,180.34,2.86,41.0,3.08,58.0,1.56,43.0,48.0,1.8,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
6188,UFC on FOX: Diaz vs Miller ,josh koscheck,17.0,11.0,0.0,177.8,77.11,185.42,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,johny hendricks,18.0,8.0,0.0,175.26,83.91,175.26,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
6189,UFC on FOX: Diaz vs Miller ,rousimar palhares,19.0,8.0,0.0,172.72,77.11,180.34,1.75,51.0,2.04,59.0,3.93,45.0,0.0,4.1,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,alan belcher,18.0,8.0,0.0,187.96,83.91,190.5,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
6190,UFC on FOX: Diaz vs Miller ,pat barry,8.0,7.0,0.0,180.34,106.59,187.96,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,lavar johnson,18.0,10.0,0.0,193.04,108.86,208.28,5.39,55.0,2.54,55.0,0.61,66.0,54.0,0.6,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0
6191,UFC on FOX: Diaz vs Miller ,tony ferguson,26.0,9.0,0.0,180.34,70.31,193.04,4.98,45.0,4.26,56.0,0.42,35.0,66.0,0.9,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,michael johnson,22.0,19.0,0.0,177.8,70.31,185.42,4.28,39.0,3.91,58.0,0.46,38.0,80.0,0.1,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
6192,UFC on FOX: Diaz vs Miller ,john dodson,22.0,12.0,0.0,160.02,61.23,167.64,3.2,40.0,3.58,61.0,0.71,28.0,82.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,tim elliott,20.0,13.0,1.0,170.18,56.7,167.64,3.41,44.0,2.67,56.0,3.73,47.0,59.0,1.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
6193,UFC on FOX: Diaz vs Miller ,john hathaway,17.0,2.0,0.0,185.42,77.11,190.5,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,pascal krauss,11.0,2.0,0.0,185.42,77.11,181.80887362637364,5.45,47.0,3.88,59.0,1.53,50.0,60.0,0.9,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0
6194,UFC on FOX: Diaz vs Miller ,louis gaudinot,8.0,4.0,0.0,160.02,56.7,160.02,2.34,37.0,6.42,48.0,0.57,40.0,31.0,1.1,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,john lineker,31.0,9.0,0.0,160.02,61.23,170.18,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
6195,UFC on FOX: Diaz vs Miller ,danny castillo,17.0,10.0,0.0,175.26,70.31,180.34,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,john cholish,8.0,3.0,0.0,180.34,70.31,187.96,2.65,49.0,2.29,73.0,1.82,31.0,78.0,0.4,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
6196,UFC on FOX: Diaz vs Miller ,dennis bermudez,17.0,9.0,0.0,167.64,70.31,167.64,4.42,46.0,3.07,59.0,3.89,40.0,82.0,1.1,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,pablo garza,12.0,4.0,0.0,185.42,65.77,185.42,3.37,44.0,2.7,50.0,0.94,25.0,15.0,1.3,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
6197,UFC on FOX: Diaz vs Miller ,roland delorme,9.0,5.0,0.0,175.26,61.23,180.34,2.28,44.0,4.32,40.0,2.51,34.0,42.0,1.6,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,nick denis,11.0,3.0,0.0,170.18,61.23,181.80887362637364,6.54,53.0,5.42,36.0,2.8,100.0,80.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6198,UFC on FOX: Diaz vs Miller ,mike massenzio,13.0,9.0,0.0,187.96,83.91,185.42,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,karlos vemola,17.0,5.0,0.0,182.88,83.91,190.5,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
6199,UFC 145: Jones vs Evans ,jon jones,27.0,1.0,0.0,193.04,112.49,213.36,4.29,57.0,2.22,64.0,1.93,45.0,95.0,0.5,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,rashad evans,19.0,8.0,1.0,182.88,92.99,190.5,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
