EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fight_date,f1_open_odds,f2_open_odds,f1_close_odds,f2_close_odds,f1_open_odds_ts,f2_open_odds_ts,f1_close_odds_ts,f2_close_odds_ts,f1_odds_history_points,f2_odds_history_points,odds_matched,odds_event,odds_matchup_id,odds_source_url,odds_inferred
UFC Fight Night: Werdum vs. Tybura,Bec Rawlings vs. Jessica-Rose Clark,L/W,Women's Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John Sharp,Charlie Keech 28 - 29.Evan Field 29 - 28.Storm Oshyer 28 - 29.,http://ufcstats.com/fight-details/2060e8172f820d80,2017-11-18,-155.0,115.0,-132.0,113.0,2017-11-12T20:09:06+00:00,2017-11-12T20:09:06+00:00,2017-11-19T05:24:06+00:00,2017-11-19T05:24:06+00:00,45.0,45.0,True,UFC Fight Night 121: Werdum vs. Tybura,14940.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Werdum vs. Tybura,Tim Means vs. Belal Muhammad,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Kevin Manderson 28 - 29.Charlie Keech 29 - 28.Evan Field 28 - 29.,http://ufcstats.com/fight-details/5ebe8d3849273776,2017-11-18,-230.0,170.0,-217.0,183.0,2017-11-12T20:09:06+00:00,2017-11-12T20:09:06+00:00,2017-11-19T04:54:06+00:00,2017-11-19T04:54:06+00:00,40.0,40.0,True,UFC Fight Night 121: Werdum vs. Tybura,14784.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Werdum vs. Tybura,Jake Matthews vs. Bojan Velickovic,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jim Perdios,Storm Oshyer 28 - 29.Kon Papaioannou 29 - 28.Anthony Dimitriou 28 - 29.,http://ufcstats.com/fight-details/344bfe9c1ff511bb,2017-11-18,-175.0,135.0,-139.0,119.0,2017-11-12T20:12:07+00:00,2017-11-12T20:12:07+00:00,2017-11-19T04:21:10+00:00,2017-11-19T04:21:10+00:00,30.0,30.0,True,UFC Fight Night 121: Werdum vs. Tybura,14797.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Werdum vs. Tybura,Elias Theodorou vs. Daniel Kelly,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Chris Aliendi 28 - 30.Evan Field 27 - 30.Charlie Keech 26 - 30.,http://ufcstats.com/fight-details/569e2c02f7699c0d,2017-11-18,-210.0,160.0,-294.0,248.0,2017-11-12T20:09:06+00:00,2017-11-12T20:09:06+00:00,2017-11-19T03:48:14+00:00,2017-11-19T03:48:14+00:00,31.0,31.0,True,UFC Fight Night 121: Werdum vs. Tybura,14573.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Werdum vs. Tybura,Alexander Volkanovski vs. Shane Young,W/L,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,Anthony Dimitriou 27 - 30.Kevin Manderson 26 - 30.Kon Papaioannou 26 - 30.,http://ufcstats.com/fight-details/097bc98e15722998,2017-11-18,-107,107,-116,116,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Werdum vs. Tybura,Ryan Benoit vs. Ashkan Mokhtarian,W/L,Flyweight Bout,KO/TKO ,3,2:38,3 Rnd (5-5-5),Steve Perceval,Kick to Head At Distance ,http://ufcstats.com/fight-details/b90a5b9061ec54a5,2017-11-18,-230.0,170.0,-288.0,246.0,2017-11-14T06:30:07+00:00,2017-11-14T06:30:07+00:00,2017-11-19T02:39:11+00:00,2017-11-19T02:39:11+00:00,28.0,28.0,True,UFC Fight Night 121: Werdum vs. Tybura,14457.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Werdum vs. Tybura,Nik Lentz vs. Will Brooks,W/L,Lightweight Bout,Submission ,2,2:05,3 Rnd (5-5-5),Jim Perdios,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/fd2c018aade60a14,2017-11-18,265.0,-385.0,338.0,-414.0,2017-11-14T06:30:07+00:00,2017-11-14T06:30:07+00:00,2017-11-19T02:09:06+00:00,2017-11-19T02:09:06+00:00,48.0,48.0,True,UFC Fight Night 121: Werdum vs. Tybura,14836.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Werdum vs. Tybura,Rashad Coulter vs. Tai Tuivasa,L/W,Heavyweight Bout,KO/TKO ,1,4:35,3 Rnd (5-5-5),John Sharp,Flying Knee Head ,http://ufcstats.com/fight-details/6971094300073d47,2017-11-18,150.0,-190.0,151.0,-173.0,2017-11-14T06:33:11+00:00,2017-11-14T06:33:11+00:00,2017-11-19T01:42:13+00:00,2017-11-19T01:42:13+00:00,30.0,30.0,True,UFC Fight Night 121: Werdum vs. Tybura,14406.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Werdum vs. Tybura,Damien Brown vs. Frank Camacho,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John Sharp,Kevin Manderson 29 - 28.Evan Field 27 - 30.Chris Aliendi 28 - 29.,http://ufcstats.com/fight-details/823797bc6d532b52,2017-11-18,-120.0,-120.0,105.0,-124.0,2017-11-14T06:30:07+00:00,2017-11-14T06:30:07+00:00,2017-11-19T01:09:07+00:00,2017-11-19T01:09:07+00:00,25.0,25.0,True,UFC Fight Night 121: Werdum vs. Tybura,14837.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Werdum vs. Tybura,Alex Chambers vs. Nadia Kassem,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jim Perdios,Kon Papaioannou 28 - 29.Anthony Dimitriou 27 - 29.Storm Oshyer 27 - 29.,http://ufcstats.com/fight-details/23b6ffc0223f8cce,2017-11-18,125.0,-165.0,173.0,-203.0,2017-11-14T06:33:11+00:00,2017-11-14T06:33:11+00:00,2017-11-19T00:39:09+00:00,2017-11-19T00:39:09+00:00,32.0,32.0,True,UFC Fight Night 121: Werdum vs. Tybura,14523.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Werdum vs. Tybura,Jenel Lausa vs. Eric Shelton,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Evan Field 27 - 30.Chris Aliendi 26 - 30.Charlie Keech 25 - 30.,http://ufcstats.com/fight-details/c06eaf92bdfde8e6,2017-11-18,285.0,-405.0,270.0,-325.0,2017-11-14T06:33:11+00:00,2017-11-14T06:33:11+00:00,2017-11-19T00:12:07+00:00,2017-11-19T00:12:07+00:00,14.0,14.0,True,UFC Fight Night 121: Werdum vs. Tybura,14709.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Werdum vs. Tybura,Anthony Hamilton vs. Adam Wieczorek,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Charlie Keech 28 - 29.Storm Oshyer 28 - 29.Anthony Dimitriou 28 - 29.,http://ufcstats.com/fight-details/51ec53f442d2cc9b,2017-11-18,125.0,-165.0,151.0,-173.0,2017-10-17T02:54:05+00:00,2017-10-17T02:54:05+00:00,2017-11-18T23:42:12+00:00,2017-11-18T23:42:12+00:00,57.0,57.0,True,UFC Fight Night 121: Werdum vs. Tybura,14747.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
UFC Fight Night: Poirier vs. Pettis,Dustin Poirier vs. Anthony Pettis,W/L,Lightweight Bout,KO/TKO ,3,2:08,5 Rnd (5-5-5-5-5),Keith Peterson,toInjury,http://ufcstats.com/fight-details/b55605791a4d72b9,2017-11-11,100.0,-140.0,-110.0,-110.0,2017-09-09T23:18:10+00:00,2017-09-09T23:18:10+00:00,2017-11-12T05:51:05+00:00,2017-11-12T05:51:05+00:00,43.0,43.0,True,UFC Fight Night 120: Poirier vs. Pettis,14455.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Matt Brown vs. Diego Sanchez,W/L,Welterweight Bout,KO/TKO ,1,3:44,3 Rnd (5-5-5),Dan Miragliotta,Elbow to Head At Distance ,http://ufcstats.com/fight-details/b6b5ec324449befd,2017-11-11,-260.0,180.0,-350.0,288.0,2017-11-05T20:27:07+00:00,2017-11-05T20:27:07+00:00,2017-11-12T05:27:05+00:00,2017-11-12T05:27:05+00:00,42.0,42.0,True,UFC Fight Night 120: Poirier vs. Pettis,14458.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Junior Albini vs. Andrei Arlovski,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Bill Bookwalter,Derek Cleary 28 - 29.Chris Lee 27 - 30.Jeff Mullen 27 - 30.,http://ufcstats.com/fight-details/603354ffe9cc0755,2017-11-11,-210.0,160.0,-325.0,265.0,2017-11-05T20:27:07+00:00,2017-11-05T20:27:07+00:00,2017-11-12T04:51:06+00:00,2017-11-12T04:51:06+00:00,37.0,37.0,True,UFC Fight Night 120: Poirier vs. Pettis,14493.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Nate Marquardt vs. Cezar Ferreira,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jeff Mullen 28 - 29.Chris Lee 29 - 28.Brian Costello 28 - 29.,http://ufcstats.com/fight-details/7ad85c84025c0db0,2017-11-11,115.0,-155.0,215.0,-252.0,2017-11-05T20:27:07+00:00,2017-11-05T20:27:07+00:00,2017-11-12T04:18:09+00:00,2017-11-12T04:18:09+00:00,39.0,39.0,True,UFC Fight Night 120: Poirier vs. Pettis,14405.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Raphael Assuncao vs. Matthew Lopez,W/L,Bantamweight Bout,KO/TKO ,3,1:50,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/151c597d2e609a4e,2017-11-11,-280.0,200.0,-354.0,295.0,2017-11-05T20:27:07+00:00,2017-11-05T20:27:07+00:00,2017-11-12T03:45:08+00:00,2017-11-12T03:45:08+00:00,26.0,26.0,True,UFC Fight Night 120: Poirier vs. Pettis,14639.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Joe Lauzon vs. Clay Guida,L/W,Lightweight Bout,KO/TKO ,1,1:07,3 Rnd (5-5-5),Mike King,Punch to Head At Distance ,http://ufcstats.com/fight-details/935f559ab0521c27,2017-11-11,-120.0,-120.0,108.0,-127.0,2017-11-05T20:27:07+00:00,2017-11-05T20:27:07+00:00,2017-11-12T03:24:07+00:00,2017-11-12T03:24:07+00:00,40.0,40.0,True,UFC Fight Night 120: Poirier vs. Pettis,14520.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,John Dodson vs. Marlon Moraes,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Bill Bookwalter,Chris Lee 27 - 30.Ron Rodriquez 30 - 27.Brian Costello 27 - 30.,http://ufcstats.com/fight-details/5519d7fe2cee8353,2017-11-11,-120.0,-120.0,-124.0,105.0,2017-11-07T05:45:03+00:00,2017-11-07T05:45:03+00:00,2017-11-12T02:45:12+00:00,2017-11-12T02:45:12+00:00,62.0,62.0,True,UFC Fight Night 120: Poirier vs. Pettis,14536.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Tatiana Suarez vs. Viviane Pereira,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike King,Elvis Bello 27 - 30.Brian Costello 27 - 30.Jeff Mullen 26 - 30.,http://ufcstats.com/fight-details/5db3e2fdd18129a4,2017-11-11,-265.0,185.0,-273.0,233.0,2017-11-07T05:45:03+00:00,2017-11-07T05:45:03+00:00,2017-11-12T02:15:08+00:00,2017-11-12T02:15:08+00:00,48.0,48.0,True,UFC Fight Night 120: Poirier vs. Pettis,14522.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Sage Northcutt vs. Michel Quinones,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Luc Belhumeur 27 - 30.Ron Rodriquez 27 - 30.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/60de5efe5b439c8b,2017-11-11,-245.0,175.0,-183.0,158.0,2017-11-07T05:45:03+00:00,2017-11-07T05:45:03+00:00,2017-11-12T01:42:10+00:00,2017-11-12T01:42:10+00:00,54.0,54.0,True,UFC Fight Night 120: Poirier vs. Pettis,14638.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Angela Hill vs. Nina Nunes,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29.Ron Rodriquez 28 - 29.Brian Costello 28 - 29.,http://ufcstats.com/fight-details/7006a98fe9944571,2017-11-11,-215.0,165.0,-174.0,152.0,2017-11-07T05:45:03+00:00,2017-11-07T05:45:03+00:00,2017-11-12T01:12:06+00:00,2017-11-12T01:12:06+00:00,18.0,18.0,True,UFC Fight Night 120: Poirier vs. Pettis,14476.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Court McGee vs. Sean Strickland,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Elvis Bello,Luc Belhumeur 27 - 30.Jeff Mullen 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/d3c78cc516417797,2017-11-11,160.0,-210.0,258.0,-304.0,2017-11-07T05:48:04+00:00,2017-11-07T05:48:04+00:00,2017-11-12T00:45:10+00:00,2017-11-12T00:45:10+00:00,33.0,33.0,True,UFC Fight Night 120: Poirier vs. Pettis,14500.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Jake Collier vs. Marcel Fortuna,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Bill Bookwalter,Giovanni Lemm 27 - 30.Ron Rodriquez 28 - 29.Brian Costello 28 - 29.,http://ufcstats.com/fight-details/78e554aa129711ba,2017-11-11,165.0,-215.0,213.0,-252.0,2017-11-07T05:48:04+00:00,2017-11-07T05:48:04+00:00,2017-11-12T00:21:07+00:00,2017-11-12T00:21:07+00:00,17.0,17.0,True,UFC Fight Night 120: Poirier vs. Pettis,14492.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC Fight Night: Poirier vs. Pettis,Darren Stewart vs. Karl Roberson,L/W,Middleweight Bout,Submission ,1,3:41,3 Rnd (5-5-5),Mike King,Rear Naked Choke ,http://ufcstats.com/fight-details/4b202bae6c87b98b,2017-11-11,150.0,-190.0,188.0,-225.0,2017-11-07T05:48:04+00:00,2017-11-07T05:48:04+00:00,2017-11-12T00:09:10+00:00,2017-11-12T00:09:10+00:00,18.0,18.0,True,UFC Fight Night 120: Poirier vs. Pettis,14404.0,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,False
UFC 217: Bisping vs. St-Pierre,Michael Bisping vs. Georges St-Pierre,L/W,UFC Middleweight Title Bout,Submission ,3,4:23,5 Rnd (5-5-5-5-5),John McCarthy,Rear Naked ChokeTechnical Submission,http://ufcstats.com/fight-details/d361b51952944a26,2017-11-04,130.0,-160.0,-117.0,-102.0,2017-08-02T18:03:11+00:00,2017-08-02T18:03:11+00:00,2017-11-05T04:27:06+00:00,2017-11-05T04:27:06+00:00,75.0,75.0,True,UFC 217: Bisping vs. St-Pierre,12250.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,False
UFC 217: Bisping vs. St-Pierre,Cody Garbrandt vs. TJ Dillashaw,L/W,UFC Bantamweight Title Bout,KO/TKO ,2,2:41,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/b3a304eadb9f7fb4,2017-11-04,-130.0,110.0,-210.0,178.0,2017-07-02T21:30:34+00:00,2017-07-02T21:30:34+00:00,2017-11-05T03:54:07+00:00,2017-11-05T03:54:07+00:00,84.0,84.0,True,UFC 217: Bisping vs. St-Pierre,14182.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,False
UFC 217: Bisping vs. St-Pierre,Joanna Jedrzejczyk vs. Rose Namajunas,L/W,UFC Women's Strawweight Title Bout,KO/TKO ,1,3:03,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance ,http://ufcstats.com/fight-details/fc29884851f9cebb,2017-11-04,-450.0,350.0,-687.0,500.0,2017-10-17T21:09:09+00:00,2017-10-17T21:09:09+00:00,2017-11-05T03:27:06+00:00,2017-11-05T03:27:06+00:00,54.0,54.0,True,UFC 217: Bisping vs. St-Pierre,14398.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,False
UFC 217: Bisping vs. St-Pierre,Stephen Thompson vs. Jorge Masvidal,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 26 - 30.Dave Tirelli 27 - 30.Eric Colon 27 - 30.,http://ufcstats.com/fight-details/80572cac6ab57866,2017-11-04,-160.0,120.0,-189.0,164.0,2017-09-09T23:15:09+00:00,2017-09-09T23:15:09+00:00,2017-11-05T02:48:07+00:00,2017-11-05T02:48:07+00:00,48.0,48.0,True,UFC 217: Bisping vs. St-Pierre,14475.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,False
UFC 217: Bisping vs. St-Pierre,Johny Hendricks vs. Paulo Costa,L/W,Middleweight Bout,KO/TKO ,2,1:23,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance ,http://ufcstats.com/fight-details/0a46cb2887890502,2017-11-04,115.0,-135.0,300.0,-362.0,2017-10-17T21:09:09+00:00,2017-10-17T21:09:09+00:00,2017-11-05T02:24:06+00:00,2017-11-05T02:24:06+00:00,71.0,71.0,True,UFC 217: Bisping vs. St-Pierre,14422.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,False
UFC 217: Bisping vs. St-Pierre,James Vick vs. Joe Duffy,W/L,Lightweight Bout,KO/TKO ,2,4:59,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head At Distance ,http://ufcstats.com/fight-details/13635ba71963ad0c,2017-11-04,142,-142,131,-131,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 217: Bisping vs. St-Pierre,Walt Harris vs. Mark Godbeer,L/W,Heavyweight Bout,DQ ,1,4:29,3 Rnd (5-5-5),Blake Grice,,http://ufcstats.com/fight-details/8375f311e8c6c079,2017-11-04,-315.0,235.0,-372.0,310.0,2017-10-31T03:54:06+00:00,2017-10-31T03:54:06+00:00,2017-11-05T01:12:06+00:00,2017-11-05T01:12:06+00:00,24.0,24.0,True,UFC 217: Bisping vs. St-Pierre,14796.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,False
UFC 217: Bisping vs. St-Pierre,Ovince Saint Preux vs. Corey Anderson,W/L,Light Heavyweight Bout,KO/TKO ,3,1:25,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance ,http://ufcstats.com/fight-details/5cab50839f4a0d94,2017-11-04,109,-109,119,-119,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 217: Bisping vs. St-Pierre,Randy Brown vs. Mickey Gall,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Derek Cleary 28 - 29.Dave Tirelli 28 - 29.Chris Lee 27 - 29.,http://ufcstats.com/fight-details/e686df21c24c6c03,2017-11-04,-170.0,130.0,104.0,-123.0,2017-10-31T03:57:07+00:00,2017-10-31T03:57:07+00:00,2017-11-05T00:12:08+00:00,2017-11-05T00:12:08+00:00,52.0,52.0,True,UFC 217: Bisping vs. St-Pierre,14597.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,False
UFC 217: Bisping vs. St-Pierre,Aleksei Oleinik vs. Curtis Blaydes,L/W,Heavyweight Bout,TKO - Doctor's Stoppage ,2,1:39,3 Rnd (5-5-5),Blake Grice,,http://ufcstats.com/fight-details/8c2fb17981464d8c,2017-11-04,220.0,-300.0,260.0,-314.0,2017-10-31T03:57:07+00:00,2017-10-31T03:57:07+00:00,2017-11-04T23:42:06+00:00,2017-11-04T23:42:06+00:00,44.0,44.0,True,UFC 217: Bisping vs. St-Pierre,14472.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,False
UFC 217: Bisping vs. St-Pierre,Aiemann Zahabi vs. Ricardo Ramos,L/W,Bantamweight Bout,KO/TKO ,3,1:58,3 Rnd (5-5-5),Todd Ronald Anderson,Spinning Back Elbow to Head At DistanceSpinning Back Elbow,http://ufcstats.com/fight-details/56d8cc470841f454,2017-11-04,-110.0,-130.0,164.0,-188.0,2017-10-31T04:00:06+00:00,2017-10-31T04:00:06+00:00,2017-11-04T23:12:10+00:00,2017-11-04T23:12:10+00:00,48.0,48.0,True,UFC 217: Bisping vs. St-Pierre,14474.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,False
UFC Fight Night: Brunson vs. Machida,Derek Brunson vs. Lyoto Machida,W/L,Middleweight Bout,KO/TKO ,1,2:30,5 Rnd (5-5-5-5-5),Osiris Maia,Punch to Head At Distance ,http://ufcstats.com/fight-details/405c0b8d3960016d,2017-10-28,-160.0,120.0,-148.0,133.0,2017-10-22T22:51:04+00:00,2017-10-22T22:51:04+00:00,2017-10-29T03:48:09+00:00,2017-10-29T03:48:09+00:00,38.0,38.0,True,UFC Fight Night 119: Machida vs. Brunson,14470.0,https://www.bestfightodds.com/events/ufc-fight-night-119-machida-vs-brunson-1352,False
UFC Fight Night: Brunson vs. Machida,Demian Maia vs. Colby Covington,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Guilherme Bravo 27 - 29.Derek Cleary 27 - 30.Dave Tirelli 26 - 30.,http://ufcstats.com/fight-details/7a5baef71925258c,2017-10-28,100.0,-140.0,-116.0,-104.0,2017-10-22T22:54:04+00:00,2017-10-22T22:54:04+00:00,2017-10-29T03:15:20+00:00,2017-10-29T03:15:20+00:00,120.0,120.0,True,UFC Fight Night 119: Machida vs. Brunson,14503.0,https://www.bestfightodds.com/events/ufc-fight-night-119-machida-vs-brunson-1352,False
UFC Fight Night: Brunson vs. Machida,Pedro Munhoz vs. Rob Font,W/L,Bantamweight Bout,Submission ,1,4:03,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/0b557aeb2169b59f,2017-10-28,110.0,-150.0,154.0,-176.0,2017-10-22T22:54:04+00:00,2017-10-22T22:54:04+00:00,2017-10-29T02:51:06+00:00,2017-10-29T02:51:06+00:00,55.0,55.0,True,UFC Fight Night 119: Machida vs. Brunson,14596.0,https://www.bestfightodds.com/events/ufc-fight-night-119-machida-vs-brunson-1352,False
UFC Fight Night: Brunson vs. Machida,Francisco Trinaldo vs. Jim Miller,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Osiris Maia,Dave Tirelli 28 - 29.Phillipe Iorio 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/bed03663bc577f02,2017-10-28,-165.0,125.0,-212.0,178.0,2017-10-22T22:54:04+00:00,2017-10-22T22:54:04+00:00,2017-10-29T02:15:06+00:00,2017-10-29T02:15:06+00:00,43.0,43.0,True,UFC Fight Night 119: Machida vs. Brunson,14640.0,https://www.bestfightodds.com/events/ufc-fight-night-119-machida-vs-brunson-1352,False
UFC Fight Night: Brunson vs. Machida,Thiago Santos vs. Jack Hermansson,W/L,Middleweight Bout,KO/TKO ,1,4:59,3 Rnd (5-5-5),Jerin Valel,Punch to Head In Clinch ,http://ufcstats.com/fight-details/23ea24013d15c09c,2017-10-28,-150.0,110.0,-112.0,-108.0,2017-10-22T22:54:04+00:00,2017-10-22T22:54:04+00:00,2017-10-29T01:51:05+00:00,2017-10-29T01:51:05+00:00,40.0,40.0,True,UFC Fight Night 119: Machida vs. Brunson,14563.0,https://www.bestfightodds.com/events/ufc-fight-night-119-machida-vs-brunson-1352,False
UFC Fight Night: Brunson vs. Machida,John Lineker vs. Marlon Vera,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Marcos Rosales 27 - 30.Guilherme Bravo 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/d4eb3614c7734781,2017-10-28,-315.0,235.0,-504.0,398.0,2017-10-22T22:54:04+00:00,2017-10-22T22:54:04+00:00,2017-10-29T01:18:06+00:00,2017-10-29T01:18:06+00:00,40.0,40.0,True,UFC Fight Night 119: Machida vs. Brunson,14637.0,https://www.bestfightodds.com/events/ufc-fight-night-119-machida-vs-brunson-1352,False
UFC Fight Night: Brunson vs. Machida,Vicente Luque vs. Niko Price,W/L,Welterweight Bout,Submission ,2,4:08,3 Rnd (5-5-5),Fernando Portella,D'Arce Choke After Drop to Ground ,http://ufcstats.com/fight-details/4838bf4ca76c1c6b,2017-10-28,-170.0,130.0,-135.0,116.0,2017-10-24T04:54:05+00:00,2017-10-24T04:54:05+00:00,2017-10-29T00:39:12+00:00,2017-10-29T00:39:12+00:00,35.0,35.0,True,UFC Fight Night 119: Machida vs. Brunson,14853.0,https://www.bestfightodds.com/events/ufc-fight-night-119-machida-vs-brunson-1352,False
UFC Fight Night: Brunson vs. Machida,Antonio Carlos Junior vs. Jack Marshman,W/L,Middleweight Bout,Submission ,1,4:30,3 Rnd (5-5-5),Osiris Maia,Rear Naked Choke ,http://ufcstats.com/fight-details/72d703db67371e1d,2017-10-28,-300.0,220.0,-394.0,341.0,2017-10-24T04:57:05+00:00,2017-10-24T04:57:05+00:00,2017-10-29T00:48:10+00:00,2017-10-29T00:48:10+00:00,34.0,34.0,True,UFC Fight Night 119: Machida vs. Brunson,14517.0,https://www.bestfightodds.com/events/ufc-fight-night-119-machida-vs-brunson-1352,False
