outcome,wins_f1,losses_f1,draws_f1,height_cm_f1,weight_in_kg_f1,reach_in_cm_f1,significant_strikes_landed_per_minute_f1,significant_striking_accuracy_f1,significant_strikes_absorbed_per_minute_f1,significant_strike_defence_f1,average_takedowns_landed_per_15_minutes_f1,takedown_accuracy_f1,takedown_defense_f1,average_submissions_attempted_per_15_minutes_f1,age_f1,stance_Open Stance_f1,stance_Orthodox_f1,stance_Sideways_f1,stance_Southpaw_f1,stance_Switch_f1,stance_Unknown_f1,rolling_win_rate_f1,wins_f2,losses_f2,draws_f2,height_cm_f2,weight_in_kg_f2,reach_in_cm_f2,significant_strikes_landed_per_minute_f2,significant_striking_accuracy_f2,significant_strikes_absorbed_per_minute_f2,significant_strike_defence_f2,average_takedowns_landed_per_15_minutes_f2,takedown_accuracy_f2,takedown_defense_f2,average_submissions_attempted_per_15_minutes_f2,age_f2,stance_Open Stance_f2,stance_Orthodox_f2,stance_Sideways_f2,stance_Southpaw_f2,stance_Switch_f2,stance_Unknown_f2,rolling_win_rate_f2,diff_wins,diff_losses,diff_draws,diff_height_cm,diff_weight_in_kg,diff_reach_in_cm,diff_significant_strikes_landed_per_minute,diff_significant_striking_accuracy,diff_significant_strikes_absorbed_per_minute,diff_significant_strike_defence,diff_average_takedowns_landed_per_15_minutes,diff_takedown_accuracy,diff_takedown_defense,diff_average_submissions_attempted_per_15_minutes,diff_age,diff_rolling_win_rate
0,37,9,0,167.64,65.77,170.18,2.77,45.0,4.61,55.0,1.26,33.0,74.0,0.5,38.0,0,1,0,0,0,0,0.4109192890442891,14,5,0,172.72,65.77,177.8,6.16,53.0,3.11,45.0,6.54,50.0,0.0,0.0,29.0,0,1,0,0,0,0,0.0,23,4,0,-5.0800000000000125,0.0,-7.6200000000000045,-3.39,-8.0,1.5000000000000004,10.0,-5.28,-17.0,74.0,0.5,9.0,0.4109192890442891
1,29,15,1,190.5,77.11,205.74,4.24,49.0,3.21,50.0,0.79,36.0,57.0,0.6,33.0,0,1,0,0,0,0,0.4,20,8,0,190.5,77.11,198.12,4.39,47.0,3.35,53.0,0.71,34.0,74.0,0.5,35.0,0,1,0,0,0,0,1.0,9,7,1,0.0,0.0,7.6200000000000045,-0.14999999999999947,2.0,-0.14000000000000012,-3.0,0.08000000000000007,2.0,-17.0,0.09999999999999998,-2.0,-0.6
1,26,4,1,177.8,70.31,177.8,3.21,51.0,2.81,60.0,5.22,38.0,83.0,0.2,35.0,0,0,0,1,0,0,0.6,15,3,0,177.8,70.31,175.26,7.27,43.0,5.83,54.0,0.35,66.0,66.0,0.2,30.0,0,1,0,0,0,0,0.6,11,1,1,0.0,0.0,2.5400000000000205,-4.06,8.0,-3.02,6.0,4.87,-28.0,17.0,0.0,5.0,0.0
1,13,1,0,165.1,52.16,167.64,2.86,60.0,1.63,44.0,4.52,45.0,57.0,0.7,35.0,0,0,0,1,0,0,1.0,14,6,0,157.48,52.16,154.94,4.43,49.0,3.94,62.0,2.99,42.0,76.0,0.8,32.0,0,1,0,0,0,0,0.4,-1,-5,0,7.6200000000000045,0.0,12.699999999999989,-1.5699999999999998,11.0,-2.31,-18.0,1.5299999999999994,3.0,-19.0,-0.10000000000000009,3.0,0.6
0,21,11,1,175.26,83.91,180.34,3.65,42.0,3.52,57.0,1.04,35.0,60.0,0.1,34.0,0,0,0,1,0,0,0.6,24,12,1,180.34,83.91,190.5,4.8,50.0,5.24,51.0,0.89,48.0,59.0,0.7,34.0,0,1,0,0,0,0,0.4,-3,-1,0,-5.0800000000000125,0.0,-10.159999999999997,-1.15,-8.0,-1.7200000000000002,6.0,0.15000000000000002,-13.0,1.0,-0.6,0.0,0.19999999999999996
1,12,5,0,175.26,77.11,182.88,2.5,53.0,2.45,54.0,1.99,44.0,100.0,0.5,35.0,0,1,0,0,0,0,0.6,12,5,0,177.8,77.11,175.26,3.68,43.0,4.31,54.0,0.76,19.0,40.0,0.8,23.0,0,1,0,0,0,0,0.2,0,0,0,-2.5400000000000205,0.0,7.6200000000000045,-1.1800000000000002,10.0,-1.8599999999999994,0.0,1.23,25.0,60.0,-0.30000000000000004,12.0,0.39999999999999997
1,21,7,1,180.34,70.31,182.88,4.1,49.0,3.55,59.0,1.68,40.0,64.0,0.6,36.0,0,1,0,0,0,0,0.8,15,3,0,177.8,70.31,180.34,4.83,45.0,4.57,50.0,2.92,40.0,55.0,0.6,32.0,0,1,0,0,0,0,0.6,6,4,1,2.539999999999992,0.0,2.539999999999992,-0.7300000000000004,4.0,-1.0200000000000005,9.0,-1.24,0.0,9.0,0.0,4.0,0.20000000000000007
1,23,4,0,160.02,52.16,162.56,2.27,41.0,2.86,55.0,3.13,39.0,72.0,1.4,37.0,0,1,0,0,0,0,0.8,12,4,0,154.94,52.16,154.94,4.0,37.0,4.83,57.0,2.51,37.0,65.0,0.1,31.0,0,1,0,0,0,0,0.6,11,0,0,5.0800000000000125,0.0,7.6200000000000045,-1.73,4.0,-1.9700000000000002,-2.0,0.6200000000000001,2.0,7.0,1.2999999999999998,6.0,0.20000000000000007
1,9,0,0,187.96,92.99,198.12,7.4,67.0,2.3,57.0,11.49,75.0,100.0,7.7,25.0,0,1,0,0,0,0,1.0,17,10,1,190.5,92.99,205.74,3.04,42.0,3.91,53.0,0.85,42.0,21.0,0.6,29.0,0,1,0,0,0,0,0.4,-8,-10,-1,-2.539999999999992,0.0,-7.6200000000000045,4.36,25.0,-1.6100000000000003,4.0,10.64,33.0,79.0,7.1000000000000005,-4.0,0.6
1,10,2,0,167.64,61.23,175.26,7.44,55.0,4.53,63.0,1.68,60.0,100.0,0.0,30.0,0,1,0,0,0,0,1.0,14,1,0,172.72,61.23,175.26,2.4,39.0,3.9,45.0,4.91,33.0,66.0,0.2,29.0,0,1,0,0,0,0,0.6666666666666666,-4,1,0,-5.0800000000000125,0.0,0.0,5.040000000000001,16.0,0.6300000000000003,18.0,-3.2300000000000004,27.0,34.0,-0.2,1.0,0.33333333333333337
1,10,0,0,182.88,65.77,187.96,9.87,53.0,5.54,58.0,0.0,0.0,83.0,0.0,28.0,0,1,0,0,0,0,0.4109192890442891,11,5,0,172.72,65.77,172.72,3.72,28.0,12.82,45.0,0.0,0.0,0.0,0.0,29.0,0,1,0,0,0,0,0.0,-1,-5,0,10.159999999999997,0.0,15.240000000000009,6.149999999999999,25.0,-7.28,13.0,0.0,0.0,83.0,0.0,-1.0,0.4109192890442891
1,17,3,0,172.72,65.77,177.8,8.43,64.0,3.5,68.0,0.0,0.0,75.0,0.0,29.0,0,1,0,0,0,0,0.4109192890442891,11,3,0,172.72,65.77,182.88,3.37,34.0,5.2,45.0,1.0,22.0,71.0,0.0,27.0,0,0,0,0,1,0,0.0,6,0,0,0.0,0.0,-5.079999999999984,5.06,30.0,-1.7000000000000002,23.0,-1.0,-22.0,4.0,0.0,2.0,0.4109192890442891
0,6,1,0,198.12,120.2,205.74,2.7,61.0,2.03,51.0,0.0,0.0,100.0,0.0,32.0,0,1,0,0,0,0,0.0,11,4,0,185.42,113.4,187.96,3.1,59.0,2.61,54.0,3.01,43.0,87.0,0.4,31.0,0,0,0,1,0,0,0.4,-5,-3,0,12.700000000000017,6.799999999999997,17.78,-0.3999999999999999,2.0,-0.5800000000000001,-3.0,-3.01,-43.0,13.0,-0.4,1.0,-0.4
1,15,5,0,162.56,56.7,170.18,3.73,45.0,3.72,56.0,0.79,26.0,86.0,0.4,30.0,0,1,0,0,0,0,0.4,8,3,0,165.1,56.7,165.1,3.63,39.0,5.84,49.0,1.63,11.0,28.0,0.0,30.0,0,1,0,0,0,0,0.0,7,2,0,-2.539999999999992,0.0,5.0800000000000125,0.10000000000000009,6.0,-2.1199999999999997,7.0,-0.8399999999999999,15.0,58.0,0.4,0.0,0.4
0,12,8,2,175.26,70.31,180.34,4.52,45.0,4.71,54.0,1.24,36.0,66.0,0.3,34.0,0,1,0,0,0,0,0.0,13,8,1,175.26,70.31,180.34,3.13,50.0,5.35,42.0,1.65,44.0,66.0,0.4,31.0,0,1,0,0,0,0,0.3333333333333333,-1,0,1,0.0,0.0,0.0,1.3899999999999997,-5.0,-0.6399999999999997,12.0,-0.4099999999999999,-8.0,0.0,-0.10000000000000003,3.0,-0.3333333333333333
1,7,1,0,172.72,61.23,180.34,2.83,36.0,3.11,66.0,0.0,0.0,75.0,0.0,20.0,0,1,0,0,0,0,0.0,7,5,0,172.72,61.23,170.18,2.66,43.0,2.92,40.0,1.95,42.0,80.0,0.0,34.0,0,0,0,1,0,0,0.0,0,-4,0,0.0,0.0,10.159999999999997,0.16999999999999993,-7.0,0.18999999999999995,26.0,-1.95,-42.0,-5.0,0.0,-14.0,0.0
0,20,5,0,182.88,83.91,182.88,4.57,52.0,6.83,31.0,3.48,43.0,62.0,0.0,30.0,0,1,0,0,0,0,0.3333333333333333,7,4,0,182.88,83.91,190.5,3.41,49.0,7.0,40.0,1.91,72.0,83.0,1.0,31.0,0,0,0,0,1,0,0.6,13,1,0,0.0,0.0,-7.6200000000000045,1.1600000000000001,3.0,-0.16999999999999993,-9.0,1.57,-29.0,-21.0,-1.0,-1.0,-0.26666666666666666
1,9,4,0,167.64,56.7,167.64,2.21,45.0,2.4,64.0,2.4,44.0,63.0,1.7,33.0,0,1,0,0,0,0,0.5,9,3,2,165.1,56.7,175.26,3.47,49.0,2.67,54.0,1.77,27.0,58.0,0.4,30.0,0,1,0,0,0,0,0.6,0,1,-2,2.539999999999992,0.0,-7.6200000000000045,-1.2600000000000002,-4.0,-0.27,10.0,0.6299999999999999,17.0,5.0,1.2999999999999998,3.0,-0.09999999999999998
1,18,7,1,170.18,70.31,175.26,5.4,59.0,5.67,56.0,1.51,53.0,55.0,0.2,31.0,0,1,0,0,0,0,0.4109192890442891,11,2,0,167.64,70.31,172.72,7.07,41.0,7.0,33.0,1.0,33.0,100.0,0.0,29.0,0,0,0,0,0,1,0.4109192890442891,7,5,1,2.5400000000000205,0.0,2.539999999999992,-1.67,18.0,-1.33,23.0,0.51,20.0,-45.0,0.2,2.0,0.0
0,24,6,0,193.04,83.91,203.2,4.03,48.0,3.22,55.0,0.05,9.0,76.0,0.1,36.0,0,0,0,0,1,0,0.2,16,3,0,187.96,83.91,190.5,3.52,44.0,3.22,52.0,1.45,30.0,62.0,0.9,29.0,0,1,0,0,0,0,0.8,8,3,0,5.079999999999984,0.0,12.699999999999989,0.5100000000000002,4.0,0.0,3.0,-1.4,-21.0,14.0,-0.8,7.0,-0.6000000000000001
1,17,5,1,165.1,56.7,167.64,4.11,41.0,3.71,58.0,0.4,35.0,54.0,0.7,32.0,0,1,0,0,0,0,0.4,15,3,0,165.1,56.7,165.1,4.56,53.0,2.78,55.0,1.56,45.0,51.0,0.1,27.0,0,0,0,0,1,0,1.0,2,2,1,0.0,0.0,2.539999999999992,-0.4499999999999993,-12.0,0.9300000000000002,3.0,-1.1600000000000001,-10.0,3.0,0.6,5.0,-0.6
1,20,7,0,185.42,77.11,190.5,2.02,40.0,1.73,57.0,3.11,47.0,65.0,1.0,38.0,0,0,0,1,0,0,0.6,16,11,2,182.88,77.11,193.04,5.11,43.0,5.57,48.0,1.06,30.0,50.0,0.6,36.0,0,1,0,0,0,0,0.8,4,-4,-2,2.539999999999992,0.0,-2.539999999999992,-3.0900000000000003,-3.0,-3.8400000000000003,9.0,2.05,17.0,15.0,0.4,2.0,-0.20000000000000007
0,31,14,0,185.42,65.77,187.96,6.18,48.0,6.31,48.0,1.73,43.0,61.0,0.7,36.0,0,0,0,1,0,0,0.6,14,5,0,175.26,65.77,182.88,8.67,64.0,4.82,63.0,0.0,0.0,0.0,0.0,31.0,0,1,0,0,0,0,0.4109192890442891,17,9,0,10.159999999999997,0.0,5.0800000000000125,-2.49,-16.0,1.4899999999999993,-15.0,1.73,43.0,61.0,0.7,5.0,0.18908071095571088
0,9,1,1,187.96,83.91,203.2,3.28,44.0,4.49,46.0,1.65,41.0,83.0,0.3,28.0,0,1,0,0,0,0,0.75,10,3,0,198.12,83.91,200.66,6.1,64.0,2.17,63.0,0.29,100.0,66.0,0.0,33.0,0,1,0,0,0,0,1.0,-1,-2,1,-10.159999999999997,0.0,2.539999999999992,-2.82,-20.0,2.3200000000000003,-17.0,1.3599999999999999,-59.0,17.0,0.3,-5.0,-0.25
1,18,8,0,177.8,70.31,185.42,6.53,55.0,3.45,43.0,3.31,40.0,72.0,2.1,31.0,0,0,0,0,1,0,0.6,17,7,1,180.34,70.31,180.34,3.6,45.0,4.58,53.0,1.18,23.0,66.0,0.5,35.0,0,0,0,0,1,0,0.6,1,1,-1,-2.539999999999992,0.0,5.079999999999984,2.93,10.0,-1.13,-10.0,2.13,17.0,6.0,1.6,-4.0,0.0
0,17,7,0,190.5,70.31,190.5,5.99,46.0,4.07,55.0,0.0,0.0,70.0,0.6,28.0,0,1,0,0,0,0,0.6,23,6,0,175.26,70.31,175.26,1.84,46.0,1.74,50.0,2.3,60.0,50.0,0.0,36.0,0,1,0,0,0,0,1.0,-6,1,0,15.240000000000009,0.0,15.240000000000009,4.15,0.0,2.33,5.0,-2.3,-60.0,20.0,0.6,-8.0,-0.4
0,16,5,1,185.42,70.31,187.96,4.5,49.0,3.02,39.0,2.43,32.0,55.0,2.1,26.0,0,0,0,1,0,0,0.6,10,2,0,175.26,70.31,182.88,2.4,45.0,4.24,56.0,1.67,66.0,75.0,0.0,31.0,0,0,0,0,1,0,1.0,6,3,1,10.159999999999997,0.0,5.0800000000000125,2.1,4.0,-1.2200000000000002,-17.0,0.7600000000000002,-34.0,-20.0,2.1,-5.0,-0.4
0,27,11,0,190.5,112.94,198.12,3.56,48.0,3.26,55.0,1.3,33.0,70.0,0.1,40.0,0,1,0,0,0,0,0.8,18,3,2,182.88,117.48,190.5,2.0,50.0,3.13,57.0,3.0,60.0,100.0,0.0,35.0,0,1,0,0,0,0,0.4109192890442891,9,8,-2,7.6200000000000045,-4.540000000000006,7.6200000000000045,1.56,-2.0,0.1299999999999999,-2.0,-1.7,-27.0,-30.0,0.1,5.0,0.38908071095571095
1,11,2,0,167.64,56.7,175.26,7.89,52.0,5.53,57.0,1.4,34.0,70.0,0.7,28.0,0,1,0,0,0,0,0.8,11,4,0,167.64,56.7,167.64,3.51,46.0,5.31,53.0,0.42,18.0,68.0,0.2,32.0,0,0,0,1,0,0,0.4,0,-2,0,0.0,0.0,7.6200000000000045,4.38,6.0,0.22000000000000064,4.0,0.98,16.0,2.0,0.49999999999999994,-4.0,0.4
1,9,0,0,193.04,92.99,200.66,6.25,52.0,2.67,58.0,0.98,28.0,82.0,0.0,28.0,0,1,0,0,0,0,1.0,14,3,0,187.96,92.99,187.96,2.88,43.0,4.21,54.0,1.93,21.0,100.0,0.0,33.0,0,1,0,0,0,0,0.0,-5,-3,0,5.079999999999984,0.0,12.699999999999989,3.37,9.0,-1.54,4.0,-0.95,7.0,-18.0,0.0,-5.0,1.0
1,14,1,0,162.56,52.16,170.18,4.62,43.0,2.46,59.0,4.54,57.0,100.0,1.8,30.0,0,1,0,0,0,0,1.0,11,7,1,167.64,52.16,165.1,2.56,57.0,3.75,52.0,1.23,52.0,57.0,0.1,32.0,0,1,0,0,0,0,0.2,3,-6,-1,-5.079999999999984,0.0,5.0800000000000125,2.06,-14.0,-1.29,7.0,3.31,5.0,43.0,1.7,-2.0,0.8
1,20,0,0,170.18,65.77,182.88,3.91,47.0,2.8,61.0,4.78,52.0,61.0,0.2,32.0,0,1,0,0,0,0,1.0,17,1,1,175.26,65.77,185.42,4.34,51.0,2.65,60.0,1.2,54.0,44.0,0.5,34.0,0,1,0,0,0,0,0.8,3,-1,-1,-5.079999999999984,0.0,-2.539999999999992,-0.4299999999999997,-4.0,0.1499999999999999,1.0,3.58,-2.0,17.0,-0.3,-2.0,0.19999999999999996
1,13,0,0,175.26,65.77,175.26,5.56,57.0,3.32,64.0,0.0,0.0,37.0,0.0,26.0,0,1,0,0,0,0,1.0,11,4,0,172.72,65.77,175.26,7.79,42.0,7.43,51.0,0.32,100.0,57.0,0.0,25.0,0,1,0,0,0,0,0.0,2,-4,0,2.539999999999992,0.0,0.0,-2.2300000000000004,15.0,-4.109999999999999,13.0,-0.32,-100.0,-20.0,0.0,1.0,1.0
1,25,3,0,190.5,77.11,200.66,2.28,58.0,1.51,62.0,0.19,16.0,70.0,0.0,39.0,0,0,0,0,1,0,0.75,14,3,1,190.5,77.11,198.12,2.62,37.0,3.06,50.0,0.82,50.0,33.0,1.6,30.0,0,1,0,0,0,0,0.6,11,0,-1,0.0,0.0,2.539999999999992,-0.3400000000000003,21.0,-1.55,12.0,-0.6299999999999999,-34.0,37.0,-1.6,9.0,0.15000000000000002
1,8,0,0,182.88,92.99,185.42,15.77,70.0,14.01,46.0,0.0,0.0,100.0,0.0,27.0,0,1,0,0,0,0,1.0,13,8,1,198.12,92.99,203.2,2.7,50.0,2.45,39.0,1.5,28.0,33.0,0.0,38.0,0,1,0,0,0,0,0.2,-5,-8,-1,-15.240000000000009,0.0,-17.78,13.07,20.0,11.559999999999999,7.0,-1.5,-28.0,67.0,0.0,-11.0,0.8
0,15,5,0,187.96,83.91,193.04,3.19,41.0,3.71,48.0,1.16,43.0,32.0,0.7,37.0,0,1,0,0,0,0,1.0,14,2,0,187.96,83.91,200.66,4.43,57.0,2.59,52.0,0.33,16.0,63.0,0.0,30.0,0,0,0,0,1,0,1.0,1,3,0,0.0,0.0,-7.6200000000000045,-1.2399999999999998,-16.0,1.12,-4.0,0.8299999999999998,27.0,-31.0,0.7,7.0,0.0
0,8,1,0,175.26,65.77,182.88,3.5,48.0,2.63,51.0,8.76,40.0,50.0,0.0,23.0,0,0,0,0,1,0,0.4109192890442891,11,2,0,170.18,65.77,175.26,6.35,54.0,7.1,61.0,2.06,36.0,75.0,0.2,29.0,0,0,0,0,1,0,0.6666666666666666,-3,-1,0,5.079999999999984,0.0,7.6200000000000045,-2.8499999999999996,-6.0,-4.47,-10.0,6.699999999999999,4.0,-25.0,-0.2,-6.0,-0.25574737762237754
1,18,2,1,177.8,70.31,187.96,5.98,42.0,4.45,50.0,3.48,55.0,73.0,0.2,31.0,0,1,0,0,0,0,0.6,11,1,1,182.88,70.31,187.96,4.07,45.0,5.29,61.0,2.22,36.0,0.0,0.0,28.0,0,0,0,1,0,0,0.0,7,1,0,-5.079999999999984,0.0,0.0,1.9100000000000001,-3.0,-0.8399999999999999,-11.0,1.2599999999999998,19.0,73.0,0.2,3.0,0.6
1,23,6,0,167.64,65.77,175.26,5.64,51.0,4.25,54.0,1.35,48.0,73.0,0.5,32.0,0,1,0,0,0,0,1.0,16,2,0,170.18,65.77,182.88,3.47,43.0,4.47,62.0,0.0,0.0,100.0,0.0,28.0,0,1,0,0,0,0,0.4109192890442891,7,4,0,-2.5400000000000205,0.0,-7.6200000000000045,2.1699999999999995,8.0,-0.21999999999999975,-8.0,1.35,48.0,-27.0,0.5,4.0,0.5890807109557109
1,12,0,0,195.58,120.2,200.66,2.85,69.0,1.93,58.0,2.38,26.0,100.0,0.9,28.0,0,1,0,0,0,0,1.0,10,2,0,185.42,92.99,193.04,1.81,50.0,2.55,38.0,3.02,37.0,87.0,0.0,25.0,0,1,0,0,0,0,0.4109192890442891,2,-2,0,10.160000000000025,27.210000000000008,7.6200000000000045,1.04,19.0,-0.6199999999999999,20.0,-0.6400000000000001,-11.0,13.0,0.9,3.0,0.5890807109557109
1,9,1,0,187.96,83.91,190.5,4.97,65.0,1.3,57.0,2.8,60.0,91.0,0.9,26.0,0,1,0,0,0,0,0.4109192890442891,12,7,1,195.58,83.91,203.2,1.27,47.0,5.3,26.0,0.88,9.0,42.0,0.4,35.0,0,1,0,0,0,0,0.0,-3,-6,-1,-7.6200000000000045,0.0,-12.699999999999989,3.6999999999999997,18.0,-4.0,31.0,1.92,51.0,49.0,0.5,-9.0,0.4109192890442891
0,11,5,0,190.5,119.75,193.04,3.75,52.0,7.5,22.0,4.69,33.0,0.0,0.0,32.0,0,1,0,0,0,0,0.5,7,1,0,195.58,111.13,200.66,12.91,64.0,3.23,55.0,0.0,0.0,80.0,0.0,31.0,0,1,0,0,0,0,1.0,4,4,0,-5.0800000000000125,8.620000000000005,-7.6200000000000045,-9.16,-12.0,4.27,-33.0,4.69,33.0,-80.0,0.0,1.0,-0.5
0,12,3,1,180.34,70.31,185.42,3.03,39.0,4.4,49.0,1.0,13.0,88.0,0.0,32.0,0,0,0,1,0,0,0.0,16,4,0,172.72,70.31,175.26,4.61,41.0,3.43,60.0,1.47,23.0,54.0,0.0,31.0,0,1,0,0,0,0,1.0,-4,-1,1,7.6200000000000045,0.0,10.159999999999997,-1.5800000000000005,-2.0,0.9700000000000002,-11.0,-0.47,-10.0,34.0,0.0,1.0,-1.0
1,7,1,0,167.64,52.16,165.1,7.71,46.0,6.72,51.0,0.7,8.0,100.0,0.0,25.0,0,1,0,0,0,0,0.4109192890442891,7,4,1,165.1,52.16,165.1,1.91,30.0,3.72,46.0,0.88,50.0,46.0,0.0,29.0,0,1,0,0,0,0,0.0,0,-3,-1,2.539999999999992,0.0,0.0,5.8,16.0,2.9999999999999996,5.0,-0.18000000000000005,-42.0,54.0,0.0,-4.0,0.4109192890442891
0,19,7,0,167.64,65.77,177.8,3.67,35.0,4.52,59.0,1.07,36.0,43.0,0.1,41.0,0,1,0,0,0,0,0.6,18,1,0,170.18,65.77,172.72,6.12,48.0,4.41,57.0,0.66,28.0,84.0,0.0,24.0,0,0,0,0,1,0,1.0,1,6,0,-2.5400000000000205,0.0,5.0800000000000125,-2.45,-13.0,0.10999999999999943,2.0,0.41000000000000003,8.0,-41.0,0.1,17.0,-0.4
0,15,6,1,162.56,52.16,165.1,2.75,55.0,3.01,45.0,1.02,64.0,63.0,0.7,38.0,0,0,0,1,0,0,0.6,17,8,0,165.1,52.16,160.02,2.71,48.0,2.86,56.0,2.76,40.0,38.0,0.9,30.0,0,1,0,0,0,0,0.4,-2,-2,1,-2.539999999999992,0.0,5.079999999999984,0.040000000000000036,7.0,0.1499999999999999,-11.0,-1.7399999999999998,24.0,25.0,-0.20000000000000007,8.0,0.19999999999999996
0,25,13,1,180.34,65.77,187.96,3.88,37.0,4.34,50.0,2.32,46.0,71.0,0.2,35.0,0,1,0,0,0,0,0.8,11,2,0,180.34,65.77,187.96,7.48,54.0,4.95,50.0,1.51,40.0,50.0,0.0,28.0,0,0,0,0,1,0,0.6666666666666666,14,11,1,0.0,0.0,0.0,-3.6000000000000005,-17.0,-0.6100000000000003,0.0,0.8099999999999998,6.0,21.0,0.2,7.0,0.13333333333333341
1,9,0,0,172.72,65.77,182.88,7.73,52.0,6.33,56.0,0.0,0.0,100.0,0.9,23.0,0,1,0,0,0,0,1.0,13,5,1,172.72,65.77,180.34,5.47,42.0,8.54,44.0,0.0,0.0,0.0,0.0,31.0,0,0,0,0,1,0,0.0,-4,-5,-1,0.0,0.0,2.539999999999992,2.2600000000000007,10.0,-2.209999999999999,12.0,0.0,0.0,100.0,0.9,-8.0,1.0
1,20,11,11,185.42,92.99,190.5,4.23,43.0,3.28,47.0,3.76,49.0,75.0,0.2,32.0,0,0,0,1,0,0,0.4,12,2,0,193.04,92.99,210.82,3.41,48.0,1.87,66.0,2.45,35.0,66.0,0.3,30.0,0,1,0,0,0,0,0.75,8,9,11,-7.6200000000000045,0.0,-20.319999999999993,0.8200000000000003,-5.0,1.4099999999999997,-19.0,1.3099999999999996,14.0,9.0,-0.09999999999999998,2.0,-0.35
1,19,8,0,175.26,56.7,177.8,4.77,49.0,4.02,55.0,0.51,16.0,69.0,0.3,35.0,0,0,0,0,1,0,0.6,15,8,21,162.56,56.7,165.1,3.95,51.0,4.69,51.0,2.01,25.0,72.0,0.2,36.0,0,1,0,0,0,0,0.4,4,0,-21,12.699999999999989,0.0,12.700000000000017,0.8199999999999994,-2.0,-0.6700000000000008,4.0,-1.4999999999999998,-9.0,-3.0,0.09999999999999998,-1.0,0.19999999999999996
1,19,8,0,175.26,56.7,177.8,4.77,49.0,4.02,55.0,0.51,16.0,69.0,0.3,35.0,0,0,0,0,1,0,0.6,23,13,0,182.88,83.91,187.96,3.86,48.0,5.35,41.0,0.77,22.0,74.0,0.0,36.0,0,1,0,0,0,0,0.4,-4,-5,0,-7.6200000000000045,-27.209999999999994,-10.159999999999997,0.9099999999999997,1.0,-1.33,14.0,-0.26,-6.0,-5.0,0.3,-1.0,0.19999999999999996
0,32,13,1,177.8,77.11,190.5,5.52,50.0,5.75,54.0,0.0,0.0,64.0,0.0,38.0,0,1,0,0,0,0,0.4,16,2,1,177.8,77.11,187.96,2.78,50.0,2.7,51.0,8.77,59.0,40.0,0.5,28.0,0,1,0,0,0,0,0.8,16,11,0,0.0,0.0,2.539999999999992,2.7399999999999998,0.0,3.05,3.0,-8.77,-59.0,24.0,-0.5,10.0,-0.4
1,14,2,0,187.96,102.06,195.58,3.24,48.0,2.71,51.0,2.6,46.0,79.0,0.7,28.0,0,1,0,0,0,0,0.8,7,2,0,195.58,117.93,198.12,10.05,51.0,6.64,50.0,0.0,0.0,100.0,0.0,27.0,0,1,0,0,0,0,0.0,7,0,0,-7.6200000000000045,-15.870000000000005,-2.539999999999992,-6.8100000000000005,-3.0,-3.9299999999999997,1.0,2.6,46.0,-21.0,0.7,1.0,0.8
1,10,1,0,175.26,61.23,180.34,4.18,48.0,2.96,46.0,2.98,53.0,53.0,1.1,23.0,0,1,0,0,0,0,1.0,16,4,2,167.64,61.23,165.1,2.15,47.0,2.01,68.0,4.26,47.0,66.0,0.4,30.0,0,1,0,0,0,0,0.6666666666666666,-6,-3,-2,7.6200000000000045,0.0,15.240000000000009,2.03,1.0,0.9500000000000002,-22.0,-1.2799999999999998,6.0,-13.0,0.7000000000000001,-7.0,0.33333333333333337
0,10,4,0,177.8,70.31,185.42,6.42,45.0,5.12,61.0,1.02,57.0,75.0,0.0,30.0,0,1,0,0,0,0,0.5,14,1,0,175.26,70.31,177.8,4.15,45.0,3.71,51.0,0.0,0.0,60.0,1.6,28.0,0,1,0,0,0,0,0.4109192890442891,-4,3,0,2.5400000000000205,0.0,7.619999999999976,2.2699999999999996,0.0,1.4100000000000001,10.0,1.02,57.0,15.0,-1.6,2.0,0.0890807109557109
0,21,13,0,185.42,83.91,187.96,3.41,43.0,3.32,54.0,0.7,26.0,80.0,0.0,38.0,0,1,0,0,0,0,0.6,18,9,1,185.42,83.91,190.5,3.44,47.0,4.03,50.0,1.83,25.0,80.0,0.1,39.0,0,0,0,1,0,0,0.8,3,4,-1,0.0,0.0,-2.539999999999992,-0.029999999999999805,-4.0,-0.7100000000000004,4.0,-1.1300000000000001,1.0,0.0,-0.1,-1.0,-0.20000000000000007
1,7,0,0,162.56,61.23,170.18,5.78,60.0,0.64,80.0,4.81,75.0,0.0,3.2,35.0,0,1,0,0,0,0,1.0,7,2,0,172.72,61.23,172.72,2.95,27.0,3.65,57.0,1.91,37.0,85.0,0.3,37.0,0,1,0,0,0,0,0.6666666666666666,0,-2,0,-10.159999999999997,0.0,-2.539999999999992,2.83,33.0,-3.01,23.0,2.8999999999999995,38.0,-85.0,2.9000000000000004,-2.0,0.33333333333333337
0,13,4,0,170.18,61.23,180.34,4.06,42.0,6.15,49.0,2.82,39.0,66.0,0.6,33.0,0,1,0,0,0,0,0.0,15,1,0,175.26,61.23,177.8,4.53,47.0,2.5,61.0,2.0,36.0,69.0,1.0,30.0,0,1,0,0,0,0,0.4109192890442891,-2,3,0,-5.079999999999984,0.0,2.539999999999992,-0.47000000000000064,-5.0,3.6500000000000004,-12.0,0.8199999999999998,3.0,-3.0,-0.4,3.0,-0.4109192890442891
