event,date,fighter1,fighter2,f1_open,f2_open,f1_close,f2_close,f1_odds,f2_odds,f1_open_ts,f2_open_ts,f1_close_ts,f2_close_ts,f1_history_points,f2_history_points,f1_books,f2_books,matchup_id,source_url
UFC Fight Night 11: Thomas vs Florian,2007-09-19,Din Thomas,Kenny Florian,155,-175,140,-160,140,-160,2007-08-19T21:30:29+00:00,2007-08-19T21:30:29+00:00,2007-09-19T09:30:25+00:00,2007-09-19T09:30:25+00:00,8,8,0,0,99,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13
UFC Fight Night 11: Thomas vs Florian,2007-09-19,Kuniyoshi Hironaka,Thiago Alves,125,-165,190,-230,190,-230,2007-07-12T15:08:09+00:00,2007-07-12T15:08:09+00:00,2007-09-19T21:31:02+00:00,2007-09-19T21:31:02+00:00,11,11,0,0,66,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13
UFC Fight Night 11: Thomas vs Florian,2007-09-19,Chris Leben,Terry Martin,160,-200,200,-240,200,-240,2007-08-18T21:30:38+00:00,2007-08-18T21:30:38+00:00,2007-09-20T03:00:28+00:00,2007-09-20T03:00:28+00:00,11,11,0,0,82,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13
UFC Fight Night 11: Thomas vs Florian,2007-09-19,Nate Quarry,Pete Sell,-360,253,-220,180,-220,180,2007-08-18T21:30:38+00:00,2007-08-18T21:30:38+00:00,2007-09-19T17:30:31+00:00,2007-09-19T17:30:31+00:00,9,9,0,0,104,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13
UFC Fight Night 11: Thomas vs Florian,2007-09-19,Junior Assuncao,Nate Diaz,175,-210,175,-210,175,-210,2007-09-19T14:00:25+00:00,2007-09-19T14:00:25+00:00,2007-09-19T18:00:45+00:00,2007-09-19T18:00:45+00:00,3,3,0,0,100,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13
UFC Fight Night 11: Thomas vs Florian,2007-09-19,Gray Maynard,Joe Veres,-300,250,-280,240,-280,240,2007-09-19T14:00:25+00:00,2007-09-19T14:00:25+00:00,2007-09-19T17:30:31+00:00,2007-09-19T17:30:31+00:00,2,2,0,0,101,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13
UFC Fight Night 11: Thomas vs Florian,2007-09-19,Edilberto Crocota,Luke Cummo,100,-120,-110,-110,-110,-110,2007-09-19T14:00:25+00:00,2007-09-19T14:00:25+00:00,2007-09-19T21:31:02+00:00,2007-09-19T21:31:02+00:00,4,4,0,0,102,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13
UFC Fight Night 11: Thomas vs Florian,2007-09-19,Cole Miller,Leonard Garcia,-135,115,-135,115,-135,115,2007-09-19T14:00:25+00:00,2007-09-19T14:00:25+00:00,2007-09-19T20:30:48+00:00,2007-09-19T20:30:48+00:00,5,5,0,0,103,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13
UFC Fight Night 11: Thomas vs Florian,2007-09-19,Dustin Hazelett,Jonathan Goulet,115,-135,110,-130,110,-130,2007-09-19T14:00:25+00:00,2007-09-19T14:00:25+00:00,2007-09-19T19:00:32+00:00,2007-09-19T19:00:32+00:00,4,4,0,0,136,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Gilbert Burns,Tyron Woodley,125,-145,161,-186,161,-186,2020-05-10T05:51:07+00:00,2020-05-10T05:51:07+00:00,2020-05-31T03:21:05+00:00,2020-05-31T03:21:05+00:00,146,146,0,0,20275,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Hannah Cifers,Mackenzie Dern,175,-245,397,-511,397,-511,2020-05-10T20:54:03+00:00,2020-05-10T20:54:03+00:00,2020-05-31T01:18:07+00:00,2020-05-31T01:18:07+00:00,91,91,0,0,20249,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Jamahal Hill,Klidson Abreu,-175,135,-148,125,-148,125,2020-05-10T20:54:04+00:00,2020-05-10T20:54:04+00:00,2020-05-30T23:48:07+00:00,2020-05-30T23:48:07+00:00,109,109,0,0,20267,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Augusto Sakai,Blagoy Ivanov,100,-140,-128,106,-128,106,2020-05-11T06:28:00+00:00,2020-05-11T06:28:00+00:00,2020-05-31T02:42:04+00:00,2020-05-31T02:42:04+00:00,65,65,0,0,20277,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Brok Weaver,Roosevelt Roberts,210,-290,300,-372,300,-372,2020-05-22T07:54:20+00:00,2020-05-22T07:54:20+00:00,2020-05-31T01:39:04+00:00,2020-05-31T01:39:04+00:00,52,52,0,0,20288,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Brandon Royval,Tim Elliott,140,-180,121,-143,121,-143,2020-05-22T07:54:20+00:00,2020-05-22T07:54:20+00:00,2020-05-30T23:18:07+00:00,2020-05-30T23:18:07+00:00,61,61,0,0,20289,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Antonina Shevchenko,Katlyn Chookagian,-140,100,-147,125,-147,125,2020-05-22T07:54:20+00:00,2020-05-22T07:54:20+00:00,2020-05-31T00:45:04+00:00,2020-05-31T00:45:04+00:00,113,113,0,0,20290,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Chris Gutierrez,Vince Morales,-150,110,-122,101,-122,101,2020-05-22T07:54:20+00:00,2020-05-22T07:54:20+00:00,2020-05-30T22:27:09+00:00,2020-05-30T22:27:09+00:00,71,71,0,0,20291,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Casey Kenney,Louis Smolka,-280,200,-284,237,-284,237,2020-05-22T07:54:20+00:00,2020-05-22T07:54:20+00:00,2020-05-30T22:54:07+00:00,2020-05-30T22:54:07+00:00,60,60,0,0,20294,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Billy Quarantillo,Spike Carlyle,-170,130,-117,-104,-117,-104,2020-05-22T08:33:59+00:00,2020-05-22T08:33:59+00:00,2020-05-31T02:09:07+00:00,2020-05-31T02:09:07+00:00,71,71,0,0,20298,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Daniel Rodriguez,Kevin Holland,155,-195,181,-217,181,-217,2020-05-23T06:33:19+00:00,2020-05-23T06:33:19+00:00,2020-05-26T12:45:15+00:00,2020-05-26T12:45:15+00:00,21,21,0,0,20301,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC on ESPN 9: Woodley vs. Burns,2020-05-30,Daniel Rodriguez,Gabriel Green,-265,225,-359,290,-359,290,2020-05-27T04:58:37+00:00,2020-05-27T04:58:37+00:00,2020-05-31T00:12:07+00:00,2020-05-31T00:12:07+00:00,50,50,0,0,20325,https://www.bestfightodds.com/events/ufc-on-espn-9-woodley-vs-burns-1910
UFC 327,,Azamat Murzakanov,Paulo Costa,-230,190,-161,188,-161,188,2026-03-29T21:50:25+00:00,2026-03-29T21:50:25+00:00,2026-04-12T03:22:32+00:00,2026-04-12T03:22:32+00:00,257,257,6,6,42659,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Carlos Ulberg,Jiri Prochazka,-170,145,-128,362,-128,362,2026-02-28T14:40:06+00:00,2026-02-28T14:40:06+00:00,2026-04-12T03:52:31+00:00,2026-04-12T03:52:31+00:00,303,303,6,6,41921,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Curtis Blaydes,Josh Hokit,-160,140,189,-127,189,-127,2026-03-27T19:06:07+00:00,2026-03-27T19:06:07+00:00,2026-04-12T02:50:31+00:00,2026-04-12T02:50:31+00:00,286,286,7,7,42657,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Dominick Reyes,Johnny Walker,-150,130,-164,142,-164,142,2026-03-27T19:06:07+00:00,2026-03-27T19:06:07+00:00,2026-04-12T02:12:32+00:00,2026-04-12T02:12:32+00:00,249,249,7,7,42656,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Cub Swanson,Nate Landwehr,135,-155,-141,142,-141,142,2026-03-27T19:08:06+00:00,2026-03-27T19:08:06+00:00,2026-04-12T01:28:31+00:00,2026-04-12T01:28:31+00:00,410,410,7,7,42661,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Aaron Pico,Patricio Freire,-210,180,-309,831,-309,831,2026-03-27T19:06:07+00:00,2026-03-27T19:06:07+00:00,2026-04-12T00:58:32+00:00,2026-04-12T00:58:32+00:00,197,197,5,5,42660,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Kevin Holland,Randy Brown,109,-129,-141,468,-141,468,2026-03-27T19:08:06+00:00,2026-03-27T19:08:06+00:00,2026-04-12T00:30:32+00:00,2026-04-12T00:30:32+00:00,309,309,6,6,42663,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Esteban Ribovics,Mateusz Gamrot,165,-190,337,-264,337,-264,2026-03-27T19:08:06+00:00,2026-03-27T19:08:06+00:00,2026-04-11T23:46:32+00:00,2026-04-11T23:46:32+00:00,195,195,6,6,42662,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Lupita Godinez,Tatiana Suarez,190,-225,192,-182,192,-182,2026-03-27T19:06:07+00:00,2026-03-27T19:06:07+00:00,2026-04-11T23:18:32+00:00,2026-04-11T23:18:32+00:00,243,243,7,7,42658,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Chris Padilla,Marquel Mederos,-150,130,-186,690,-186,690,2026-04-02T20:54:06+00:00,2026-04-02T20:54:06+00:00,2026-04-11T22:58:32+00:00,2026-04-11T22:58:32+00:00,390,390,6,6,42726,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Kelvin Gastelum,Vicente Luque,-200,170,-233,201,-233,201,2026-03-27T19:08:06+00:00,2026-03-27T19:08:06+00:00,2026-04-11T22:20:31+00:00,2026-04-11T22:20:31+00:00,174,174,6,6,42664,https://www.bestfightodds.com/events/ufc-327-4074
UFC 327,,Charles Radtke,Francisco Prado,-250,210,-185,341,-185,341,2026-04-02T20:54:06+00:00,2026-04-02T20:54:06+00:00,2026-04-11T22:02:32+00:00,2026-04-11T22:02:32+00:00,265,265,6,7,42727,https://www.bestfightodds.com/events/ufc-327-4074
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Chan Sung Jung,Renato Moicano,-120,-120,183,-221,183,-221,2019-05-28T13:51:06+00:00,2019-05-28T13:51:06+00:00,2019-06-23T01:36:06+00:00,2019-06-23T01:36:06+00:00,85,85,0,0,18157,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,John Lineker,Rob Font,-270,190,-212,177,-212,177,2019-06-10T15:09:07+00:00,2019-06-10T15:09:07+00:00,2019-06-21T14:39:09+00:00,2019-06-21T14:39:09+00:00,53,53,0,0,18381,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Bryan Barberena,Randy Brown,-185,145,-242,200,-242,200,2019-05-28T13:51:06+00:00,2019-05-28T13:51:06+00:00,2019-06-23T01:03:05+00:00,2019-06-23T01:03:05+00:00,106,106,0,0,18131,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Anderson Dos Santos,Andre Ewell,225,-305,112,-133,112,-133,2019-05-28T14:15:06+00:00,2019-05-28T14:15:06+00:00,2019-06-23T00:27:07+00:00,2019-06-23T00:27:07+00:00,79,79,0,0,18136,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Andrea Lee,Montana de La Rosa,-185,145,-178,153,-178,153,2019-05-28T13:51:06+00:00,2019-05-28T13:51:06+00:00,2019-06-22T23:51:07+00:00,2019-06-22T23:51:07+00:00,94,94,0,0,17973,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Alessio Di Chirico,Kevin Holland,155,-195,187,-223,187,-223,2019-05-28T14:03:07+00:00,2019-05-28T14:03:07+00:00,2019-06-22T23:18:07+00:00,2019-06-22T23:18:07+00:00,60,60,0,0,18107,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Dan Ige,Kevin Aguilar,135,-175,122,-143,122,-143,2019-05-28T14:03:07+00:00,2019-05-28T14:03:07+00:00,2019-06-22T22:42:07+00:00,2019-06-22T22:42:07+00:00,79,79,0,0,18236,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Ashley Yoder,Syuri Kondo,-105,-135,-136,114,-136,114,2019-05-28T14:03:07+00:00,2019-05-28T14:03:07+00:00,2019-06-22T22:15:05+00:00,2019-06-22T22:15:05+00:00,53,53,0,0,17845,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Luis Pena,Matt Wiman,-265,185,-379,303,-379,303,2019-05-28T14:03:07+00:00,2019-05-28T14:03:07+00:00,2019-06-22T21:42:12+00:00,2019-06-22T21:42:12+00:00,57,57,0,0,18164,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Allen Crowder,Jairzinho Rozenstruik,135,-175,197,-238,197,-238,2019-05-28T14:15:06+00:00,2019-05-28T14:15:06+00:00,2019-06-22T21:24:07+00:00,2019-06-22T21:24:07+00:00,43,43,0,0,17800,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Ariane Lipski,Molly McCann,-145,105,-262,218,-262,218,2019-05-28T14:15:06+00:00,2019-05-28T14:15:06+00:00,2019-06-22T20:57:05+00:00,2019-06-22T20:57:05+00:00,71,71,0,0,18105,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019-06-22,Deron Winn,Eric Spicely,-320,240,-347,278,-347,278,2019-06-17T20:57:12+00:00,2019-06-17T20:57:12+00:00,2019-06-22T20:27:10+00:00,2019-06-22T20:27:10+00:00,38,38,0,0,18449,https://www.bestfightodds.com/events/ufc-on-espn-12-moicano-vs-the-korean-zombie-1680
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Brad Tavares,Israel Adesanya,-120,-120,-107,-113,-107,-113,2018-06-24T18:42:04+00:00,2018-06-24T18:42:04+00:00,2018-07-07T05:09:06+00:00,2018-07-07T05:09:06+00:00,107,107,0,0,16214,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Joe Giannetti,Mike Trizano,-120,-120,-147,128,-147,128,2018-07-04T15:33:05+00:00,2018-07-04T15:33:05+00:00,2018-07-07T04:36:06+00:00,2018-07-07T04:36:06+00:00,54,54,0,0,16312,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Brad Katona,Jay Cucciniello,-145,105,-262,223,-262,223,2018-07-05T18:09:07+00:00,2018-07-05T18:09:07+00:00,2018-07-07T03:57:06+00:00,2018-07-07T03:57:06+00:00,26,26,0,0,16344,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Alex Caceres,Martin Bravo,-135,-105,-131,111,-131,111,2018-06-24T20:42:04+00:00,2018-06-24T20:42:04+00:00,2018-07-07T03:21:06+00:00,2018-07-07T03:21:06+00:00,55,55,0,0,16006,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Barb Honchak,Roxanne Modafferi,-170,130,-151,132,-151,132,2018-06-24T19:48:05+00:00,2018-06-24T19:48:05+00:00,2018-07-07T02:51:06+00:00,2018-07-07T02:51:06+00:00,49,49,0,0,15888,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Alessio Di Chirico,Julian Marquez,160,-210,116,-136,116,-136,2018-06-24T19:18:07+00:00,2018-06-24T19:18:07+00:00,2018-07-07T02:18:07+00:00,2018-07-07T02:18:07+00:00,75,75,0,0,15890,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Montana de La Rosa,Rachael Ostovich,-120,-120,-147,127,-147,127,2018-06-24T20:00:05+00:00,2018-06-24T20:00:05+00:00,2018-07-07T01:36:06+00:00,2018-07-07T01:36:06+00:00,57,57,0,0,15889,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Luis Pena,Richie Smullen,-290,210,-375,310,-375,310,2018-06-24T21:39:05+00:00,2018-06-24T21:39:05+00:00,2018-07-07T01:09:05+00:00,2018-07-07T01:09:05+00:00,63,63,0,0,16216,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Allan Zuniga,John Gunther,-130,-110,109,-128,109,-128,2018-07-04T15:12:11+00:00,2018-07-04T15:12:11+00:00,2018-07-07T00:39:05+00:00,2018-07-07T00:39:05+00:00,46,46,0,0,16313,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Bryce Mitchell,Tyler Diamond,120,-150,-141,121,-141,121,2018-07-06T05:42:30+00:00,2018-07-06T05:42:30+00:00,2018-07-07T00:09:06+00:00,2018-07-07T00:09:06+00:00,41,41,0,0,16345,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Matt Bessette,Steven Peterson,-180,140,-124,104,-124,104,2018-06-24T20:21:05+00:00,2018-06-24T20:21:05+00:00,2018-07-06T23:36:05+00:00,2018-07-06T23:36:05+00:00,49,49,0,0,16144,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,2018-07-06,Gerald Meerschaert,Oskar Piechota,165,-215,184,-221,184,-221,2018-06-24T21:18:25+00:00,2018-06-24T21:18:25+00:00,2018-07-06T23:00:12+00:00,2018-07-06T23:00:12+00:00,61,61,0,0,16258,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-27-finale-tavares-vs-adesanya-1503
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Jeremy Stephens,Josh Emmett,-130,-110,-130,110,-130,110,2018-01-23T04:39:08+00:00,2018-01-23T04:39:08+00:00,2018-02-25T03:00:07+00:00,2018-02-25T03:00:07+00:00,52,52,0,0,15307,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Jessica Andrade,Tecia Torres,-290,210,-236,199,-236,199,2018-02-14T22:48:19+00:00,2018-02-14T22:48:19+00:00,2018-02-25T02:18:06+00:00,2018-02-25T02:18:06+00:00,53,53,0,0,15208,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Ilir Latifi,Ovince St. Preux,-105,-135,144,-164,144,-164,2018-01-23T04:39:08+00:00,2018-01-23T04:39:08+00:00,2018-02-25T01:51:06+00:00,2018-02-25T01:51:06+00:00,61,61,0,0,15337,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Max Griffin,Mike Perry,170,-230,260,-310,260,-310,2018-02-01T20:12:10+00:00,2018-02-01T20:12:10+00:00,2018-02-25T01:18:07+00:00,2018-02-25T01:18:07+00:00,32,32,0,0,15251,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Brian Kelleher,Renan Barao,120,-160,141,-161,141,-161,2018-02-14T22:30:16+00:00,2018-02-14T22:30:16+00:00,2018-02-25T00:39:07+00:00,2018-02-25T00:39:07+00:00,42,42,0,0,15272,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Angela Hill,Maryna Moroz,100,-140,-151,131,-151,131,2018-02-19T00:45:07+00:00,2018-02-19T00:45:07+00:00,2018-02-24T23:42:07+00:00,2018-02-24T23:42:07+00:00,90,90,0,0,15352,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Alan Jouban,Ben Saunders,-215,165,-250,210,-250,210,2018-02-19T01:30:07+00:00,2018-02-19T01:30:07+00:00,2018-02-24T23:09:06+00:00,2018-02-24T23:09:06+00:00,33,33,0,0,15203,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Marcin Prachnio,Sam Alvey,-280,200,-216,182,-216,182,2018-02-21T00:00:09+00:00,2018-02-21T00:00:09+00:00,2018-02-24T22:42:18+00:00,2018-02-24T22:42:18+00:00,29,29,0,0,15271,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Rani Yahya,Russell Doane,-285,205,-215,180,-215,180,2018-02-21T00:09:07+00:00,2018-02-21T00:09:07+00:00,2018-02-24T22:15:33+00:00,2018-02-24T22:15:33+00:00,41,41,0,0,15308,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Alex Perez,Eric Shelton,-160,120,110,-129,110,-129,2018-02-21T00:27:05+00:00,2018-02-21T00:27:05+00:00,2018-02-24T21:53:02+00:00,2018-02-24T21:53:02+00:00,57,57,0,0,15425,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Albert Morales,Manny Bermudez,175,-245,155,-177,155,-177,2018-02-21T00:48:06+00:00,2018-02-21T00:48:06+00:00,2018-02-24T21:27:07+00:00,2018-02-24T21:27:07+00:00,31,31,0,0,15441,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC on FOX 28: Stephens vs. Emmett,2018-02-24,Marion Reneau,Sara McMann,160,-195,165,-190,165,-190,2018-02-10T16:00:08+00:00,2018-02-10T16:00:08+00:00,2018-02-25T00:12:10+00:00,2018-02-25T00:12:10+00:00,42,42,0,0,15273,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425
UFC 326,2026-03-07,Jesus Aguilar,Sumudaerji Sumudaerji,185,-215,147,-177,147,-177,2026-02-12T17:24:03+00:00,2026-02-12T17:24:03+00:00,2026-03-07T23:38:24+00:00,2026-03-07T23:38:24+00:00,80,80,5,5,41741,https://www.bestfightodds.com/events/ufc-326-4065
UFC 326,2026-03-07,Diyar Nurgozhay,Rafael Tobias,250,-300,146,-179,146,-179,2026-02-12T17:22:03+00:00,2026-02-12T17:22:03+00:00,2026-03-07T23:10:24+00:00,2026-03-07T23:10:24+00:00,69,69,5,5,41739,https://www.bestfightodds.com/events/ufc-326-4065
UFC 326,2026-03-07,Luke Fernandez,Rodolfo Bellato,-125,105,-231,187,-231,187,2026-02-12T17:24:03+00:00,2026-02-12T17:24:03+00:00,2026-03-07T22:42:05+00:00,2026-03-07T22:42:05+00:00,43,43,5,5,41744,https://www.bestfightodds.com/events/ufc-326-4065
UFC Fight Night 74: Holloway vs. Oliveira,2015-08-23,Charles Oliveira,Max Holloway,125,-165,213,-250,213,-250,2015-06-22T23:24:05+00:00,2015-06-22T23:24:05+00:00,2015-08-24T03:54:05+00:00,2015-08-24T03:54:05+00:00,41,41,0,0,10421,https://www.bestfightodds.com/events/ufc-fight-night-74-holloway-vs-oliveira-984
UFC Fight Night 74: Holloway vs. Oliveira,2015-08-23,Erick Silva,Neil Magny,-150,110,-200,170,-200,170,2015-08-11T22:33:07+00:00,2015-08-11T22:33:07+00:00,2015-08-24T03:15:05+00:00,2015-08-24T03:15:05+00:00,36,36,0,0,10614,https://www.bestfightodds.com/events/ufc-fight-night-74-holloway-vs-oliveira-984
UFC Fight Night 74: Holloway vs. Oliveira,2015-08-23,Josh Burkman,Patrick Cote,-150,110,-164,144,-164,144,2015-08-05T15:33:06+00:00,2015-08-05T15:33:06+00:00,2015-08-24T02:42:04+00:00,2015-08-24T02:42:04+00:00,33,33,0,0,10464,https://www.bestfightodds.com/events/ufc-fight-night-74-holloway-vs-oliveira-984
UFC Fight Night 74: Holloway vs. Oliveira,2015-08-23,Chad Laprise,Francisco Trinaldo,-190,150,-455,358,-455,358,2015-08-11T22:33:07+00:00,2015-08-11T22:33:07+00:00,2015-08-24T02:21:05+00:00,2015-08-24T02:21:05+00:00,32,32,0,0,10538,https://www.bestfightodds.com/events/ufc-fight-night-74-holloway-vs-oliveira-984
UFC Fight Night 74: Holloway vs. Oliveira,2015-08-23,Olivier Aubin-Mercier,Tony Sims,-165,125,-205,175,-205,175,2015-08-11T22:33:07+00:00,2015-08-11T22:33:07+00:00,2015-08-24T01:51:05+00:00,2015-08-24T01:51:05+00:00,25,25,0,0,10554,https://www.bestfightodds.com/events/ufc-fight-night-74-holloway-vs-oliveira-984
