event,date,fighter1,fighter2,f1_open,f2_open,f1_close,f2_close,f1_odds,f2_odds,f1_open_ts,f2_open_ts,f1_close_ts,f2_close_ts,f1_history_points,f2_history_points,f1_books,f2_books,matchup_id,source_url
UFC Fight Night 131: Rivera vs. Moraes,2018-06-01,Johnny Eduardo,Nathaniel Wood,180,-260,203,-240,203,-240,2018-05-28T17:36:06+00:00,2018-05-28T17:36:06+00:00,2018-06-01T23:39:06+00:00,2018-06-01T23:39:06+00:00,30,30,0,0,15849,https://www.bestfightodds.com/events/ufc-fight-night-131-rivera-vs-moraes-1467
UFC Fight Night 131: Rivera vs. Moraes,2018-06-01,Jarred Brooks,Jose Torres,185,-265,121,-141,121,-141,2018-05-28T17:48:05+00:00,2018-05-28T17:48:05+00:00,2018-06-01T23:12:06+00:00,2018-06-01T23:12:06+00:00,52,52,0,0,16104,https://www.bestfightodds.com/events/ufc-fight-night-131-rivera-vs-moraes-1467
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Darren Till,Stephen Thompson,125,-165,127,-147,127,-147,2018-03-29T18:33:32+00:00,2018-03-29T18:33:32+00:00,2018-05-27T19:33:04+00:00,2018-05-27T19:33:04+00:00,133,133,0,0,14933,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Jason Knight,Makwan Amirkhani,-230,170,-175,153,-175,153,2018-05-21T19:54:32+00:00,2018-05-21T19:54:32+00:00,2018-05-27T18:06:05+00:00,2018-05-27T18:06:05+00:00,43,43,0,0,15683,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Daniel Kelly,Tom Breese,180,-260,305,-370,305,-370,2018-05-21T20:39:31+00:00,2018-05-21T20:39:31+00:00,2018-05-27T16:39:18+00:00,2018-05-27T16:39:18+00:00,44,44,0,0,15630,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Craig White,Neil Magny,260,-380,493,-673,493,-673,2018-05-21T19:27:32+00:00,2018-05-21T19:27:32+00:00,2018-05-27T19:09:07+00:00,2018-05-27T19:09:07+00:00,29,29,0,0,16068,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Arnold Allen,Mads Burnell,-245,175,-250,210,-250,210,2018-05-21T19:42:32+00:00,2018-05-21T19:42:32+00:00,2018-05-27T18:39:04+00:00,2018-05-27T18:39:04+00:00,50,50,0,0,15745,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Claudio Henrique da Silva,Nordine Taleb,150,-190,315,-384,315,-384,2018-05-21T20:27:32+00:00,2018-05-21T20:27:32+00:00,2018-05-27T17:45:06+00:00,2018-05-27T17:45:06+00:00,38,38,0,0,15744,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Darren Stewart,Eric Spicely,180,-260,138,-157,138,-157,2018-05-21T20:21:32+00:00,2018-05-21T20:21:32+00:00,2018-05-27T17:18:08+00:00,2018-05-27T17:18:08+00:00,40,40,0,0,15676,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Gina Mazany,Lina Lansberg,145,-185,-162,143,-162,143,2018-05-21T21:39:31+00:00,2018-05-21T21:39:31+00:00,2018-05-27T16:09:06+00:00,2018-05-27T16:09:06+00:00,59,59,0,0,15677,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Brad Scott,Carlo Pedersoli Jr.,160,-210,122,-142,122,-142,2018-05-21T20:54:32+00:00,2018-05-21T20:54:32+00:00,2018-05-27T15:39:06+00:00,2018-05-27T15:39:06+00:00,46,46,0,0,16076,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Gillian Robertson,Molly McCann,185,-265,131,-151,131,-151,2018-05-21T21:15:32+00:00,2018-05-21T21:15:32+00:00,2018-05-27T15:12:07+00:00,2018-05-27T15:12:07+00:00,49,49,0,0,15813,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC Fight Night 130: Thompson vs. Till,2018-05-27,Elias Theodorou,Trevor Smith,-350,250,-382,315,-382,315,2018-05-21T21:21:32+00:00,2018-05-21T21:21:32+00:00,2018-05-27T14:42:06+00:00,2018-05-27T14:42:06+00:00,30,30,0,0,15631,https://www.bestfightodds.com/events/ufc-fight-night-130-thompson-vs-till-1478
UFC 224: Nunes vs. Pennington,2018-05-12,Amanda Nunes,Raquel Pennington,-530,350,-700,513,-700,513,2018-03-07T22:18:08+00:00,2018-03-07T22:18:08+00:00,2018-05-13T04:24:07+00:00,2018-05-13T04:24:07+00:00,41,41,0,0,15514,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Kelvin Gastelum,Ronaldo Souza,-105,-135,-104,-116,-104,-116,2018-03-05T18:48:07+00:00,2018-03-05T18:48:07+00:00,2018-05-13T03:45:07+00:00,2018-05-13T03:45:07+00:00,81,81,0,0,15513,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Amanda Cooper,Mackenzie Dern,350,-530,223,-262,223,-262,2018-04-23T18:39:32+00:00,2018-04-23T18:39:32+00:00,2018-05-13T03:24:06+00:00,2018-05-13T03:24:06+00:00,77,77,0,0,15627,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Brian Kelleher,John Lineker,240,-320,228,-267,228,-267,2018-04-23T18:42:32+00:00,2018-04-23T18:42:32+00:00,2018-05-13T02:54:05+00:00,2018-05-13T02:54:05+00:00,35,35,0,0,15609,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Lyoto Machida,Vitor Belfort,-120,-120,-197,170,-197,170,2018-03-05T18:45:06+00:00,2018-03-05T18:45:06+00:00,2018-05-13T02:24:06+00:00,2018-05-13T02:24:06+00:00,70,70,0,0,15499,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Cezar Ferreira,Karl Roberson,-110,-130,-155,135,-155,135,2018-04-23T18:57:32+00:00,2018-04-23T18:57:32+00:00,2018-05-13T01:39:06+00:00,2018-05-13T01:39:06+00:00,87,87,0,0,15502,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Aleksei Oliynyk,Junior Albini,-120,-120,126,-141,126,-141,2018-04-23T19:15:33+00:00,2018-04-23T19:15:33+00:00,2018-05-13T00:57:11+00:00,2018-05-13T00:57:11+00:00,44,44,0,0,15452,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Davi Ramos,Nick Hein,145,-185,-185,160,-185,160,2018-04-23T19:33:33+00:00,2018-04-23T19:33:33+00:00,2018-05-13T00:36:06+00:00,2018-05-13T00:36:06+00:00,35,35,0,0,15400,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Elizeu Zaleski Dos Santos,Sean Strickland,-105,-135,100,-119,100,-119,2018-04-23T19:48:32+00:00,2018-04-23T19:48:32+00:00,2018-05-13T00:09:07+00:00,2018-05-13T00:09:07+00:00,47,47,0,0,15721,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Sultan Aliev,Warlley Alves,180,-260,235,-275,235,-275,2018-04-23T20:39:32+00:00,2018-04-23T20:39:32+00:00,2018-05-12T23:39:08+00:00,2018-05-12T23:39:08+00:00,48,48,0,0,15674,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Jack Hermansson,Thales Leites,-210,160,-132,112,-132,112,2018-04-23T20:45:32+00:00,2018-04-23T20:45:32+00:00,2018-05-12T23:12:08+00:00,2018-05-12T23:12:08+00:00,41,41,0,0,15552,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,Alberto Mina,Ramazan Emeev,160,-210,153,-175,153,-175,2018-04-23T20:57:33+00:00,2018-04-23T20:57:33+00:00,2018-05-12T22:45:07+00:00,2018-05-12T22:45:07+00:00,39,39,0,0,15427,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC 224: Nunes vs. Pennington,2018-05-12,James Bochnovic,Markus Perez,170,-200,260,-310,260,-310,2018-04-29T08:54:25+00:00,2018-04-29T08:54:25+00:00,2018-05-12T22:27:11+00:00,2018-05-12T22:27:11+00:00,43,43,0,0,15935,https://www.bestfightodds.com/events/ufc-224-nunes-vs-pennington-1453
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,Edson Barboza,Kevin Lee,-135,-105,143,-163,143,-163,2018-03-05T19:00:06+00:00,2018-03-05T19:00:06+00:00,2018-04-22T04:51:06+00:00,2018-04-22T04:51:06+00:00,79,79,0,0,15512,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,Cub Swanson,Frankie Edgar,170,-230,250,-294,250,-294,2018-03-22T23:00:32+00:00,2018-03-22T23:00:32+00:00,2018-04-22T04:15:32+00:00,2018-04-22T04:15:32+00:00,51,51,0,0,15675,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,Chase Sherman,Justin Willis,165,-215,248,-295,248,-295,2018-04-16T19:45:32+00:00,2018-04-16T19:45:32+00:00,2018-04-22T03:39:07+00:00,2018-04-22T03:39:07+00:00,37,37,0,0,15638,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,David Branch,Thiago Santos,145,-185,142,-162,142,-162,2018-04-16T19:54:32+00:00,2018-04-16T19:54:32+00:00,2018-04-22T03:18:07+00:00,2018-04-22T03:18:07+00:00,63,63,0,0,15449,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,Aljamain Sterling,Brett Johns,110,-150,-112,-107,-112,-107,2018-04-16T20:18:33+00:00,2018-04-16T20:18:33+00:00,2018-04-22T02:42:08+00:00,2018-04-22T02:42:08+00:00,75,75,0,0,15459,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,Dan Hooker,Jim Miller,-270,190,-302,253,-302,253,2018-04-16T20:30:32+00:00,2018-04-16T20:30:32+00:00,2018-04-22T02:18:09+00:00,2018-04-22T02:18:09+00:00,33,33,0,0,15548,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,Alex Garcia,Ryan Laflare,155,-195,130,-150,130,-150,2018-04-16T20:45:33+00:00,2018-04-16T20:45:33+00:00,2018-04-22T01:45:07+00:00,2018-04-22T01:45:07+00:00,40,40,0,0,15549,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,Merab Dvalishvili,Ricky Simon,175,-245,-110,-110,-110,-110,2018-04-16T22:09:32+00:00,2018-04-16T22:09:32+00:00,2018-04-22T01:12:07+00:00,2018-04-22T01:12:07+00:00,44,44,0,0,15814,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,Luan Chagas,Siyar Bahadurzada,140,-180,-173,151,-173,151,2018-04-16T21:36:32+00:00,2018-04-16T21:36:32+00:00,2018-04-22T00:42:08+00:00,2018-04-22T00:42:08+00:00,47,47,0,0,15418,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,Keita Nakamura,Tony Martin,135,-175,174,-204,174,-204,2018-04-16T22:36:32+00:00,2018-04-16T22:36:32+00:00,2018-04-21T23:42:06+00:00,2018-04-21T23:42:06+00:00,33,33,0,0,15573,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC Fight Night 128: Barboza vs. Lee,2018-04-21,Corey Anderson,Patrick Cummins,145,-175,-164,145,-164,145,2018-02-10T16:06:07+00:00,2018-02-10T16:06:07+00:00,2018-04-22T00:12:06+00:00,2018-04-22T00:12:06+00:00,41,41,0,0,15451,https://www.bestfightodds.com/events/ufc-fight-night-128-barboza-vs-lee-1455
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Dustin Poirier,Justin Gaethje,-130,-110,-124,104,-124,104,2018-02-10T00:57:08+00:00,2018-02-10T00:57:08+00:00,2018-04-15T02:03:32+00:00,2018-04-15T02:03:32+00:00,64,64,0,0,15333,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Alex Oliveira,Carlos Condit,-160,120,-182,160,-182,160,2018-04-09T16:45:32+00:00,2018-04-09T16:45:32+00:00,2018-04-15T01:33:32+00:00,2018-04-15T01:33:32+00:00,63,63,0,0,15769,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Israel Adesanya,Marvin Vettori,-260,180,-241,204,-241,204,2018-04-09T17:06:32+00:00,2018-04-09T17:06:32+00:00,2018-04-15T00:57:32+00:00,2018-04-15T00:57:32+00:00,68,68,0,0,15511,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Cortney Casey,Michelle Waterson,-120,-120,-162,143,-162,143,2018-04-09T17:24:32+00:00,2018-04-09T17:24:32+00:00,2018-04-15T00:21:32+00:00,2018-04-15T00:21:32+00:00,74,74,0,0,15457,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Antonio Carlos Junior,Tim Boetsch,-260,220,-250,213,-250,213,2018-04-09T17:39:34+00:00,2018-04-09T17:39:34+00:00,2018-04-14T23:42:31+00:00,2018-04-14T23:42:31+00:00,39,39,0,0,15467,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Muslim Salikhov,Ricky Rainey,-260,180,-207,175,-207,175,2018-04-09T18:06:32+00:00,2018-04-09T18:06:32+00:00,2018-04-14T23:15:32+00:00,2018-04-14T23:15:32+00:00,33,33,0,0,15753,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,John Moraga,Wilson Reis,145,-170,100,-120,100,-120,2018-04-09T17:39:34+00:00,2018-04-09T17:39:34+00:00,2018-04-14T22:45:32+00:00,2018-04-14T22:45:32+00:00,41,41,0,0,15426,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Brad Tavares,Krzysztof Jotko,-190,165,109,-128,109,-128,2018-04-09T17:39:34+00:00,2018-04-09T17:39:34+00:00,2018-04-14T22:12:32+00:00,2018-04-14T22:12:32+00:00,67,67,0,0,15450,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Dan Moret,Gilbert Burns,325,-475,445,-592,445,-592,2018-04-09T18:54:32+00:00,2018-04-09T18:54:32+00:00,2018-04-14T21:42:32+00:00,2018-04-14T21:42:32+00:00,22,22,0,0,15716,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Lauren Mueller,Shana Dobson,-190,150,-160,140,-160,140,2018-04-09T19:18:32+00:00,2018-04-09T19:18:32+00:00,2018-04-14T21:15:32+00:00,2018-04-14T21:15:32+00:00,40,40,0,0,15468,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Dhiego Lima,Yushin Okami,-120,-120,106,-126,106,-126,2018-04-09T19:42:32+00:00,2018-04-09T19:42:32+00:00,2018-04-14T20:48:31+00:00,2018-04-14T20:48:31+00:00,27,27,0,0,15448,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Adam Wieczorek,Arjan Bhullar,110,-150,270,-330,270,-330,2018-04-09T20:15:32+00:00,2018-04-09T20:15:32+00:00,2018-04-14T20:29:06+00:00,2018-04-14T20:29:06+00:00,32,32,0,0,15376,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Alejandro Perez,Matthew Lopez,-150,110,-112,-107,-112,-107,2018-04-09T20:39:32+00:00,2018-04-09T20:39:32+00:00,2018-04-14T20:09:32+00:00,2018-04-14T20:09:32+00:00,50,50,0,0,15482,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC on FOX 29: Poirier vs. Gaethje,2018-04-14,Luke Sanders,Patrick Williams,-310,230,-440,348,-440,348,2018-04-09T21:00:33+00:00,2018-04-09T21:00:33+00:00,2018-04-14T19:42:32+00:00,2018-04-14T19:42:32+00:00,29,29,0,0,15460,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446
UFC 223: Nurmagomedov vs. Iaquinta,2018-04-07,Al Iaquinta,Khabib Nurmagomedov,550,-1050,470,-640,470,-640,2018-04-06T20:45:32+00:00,2018-04-06T20:45:32+00:00,2018-04-08T04:51:32+00:00,2018-04-08T04:51:32+00:00,23,23,0,0,15784,https://www.bestfightodds.com/events/ufc-223-nurmagomedov-vs-iaquinta-1444
UFC 223: Nurmagomedov vs. Iaquinta,2018-04-07,Joanna Jedrzejczyk,Rose Namajunas,-210,160,-116,-103,-116,-103,2018-01-23T04:39:08+00:00,2018-01-23T04:39:08+00:00,2018-04-08T04:00:32+00:00,2018-04-08T04:00:32+00:00,94,94,0,0,13968,https://www.bestfightodds.com/events/ufc-223-nurmagomedov-vs-iaquinta-1444
UFC 223: Nurmagomedov vs. Iaquinta,2018-04-07,Calvin Kattar,Renato Moicano,-180,140,-114,-104,-114,-104,2018-03-07T23:21:06+00:00,2018-03-07T23:21:06+00:00,2018-04-08T03:21:31+00:00,2018-04-08T03:21:31+00:00,33,33,0,0,15480,https://www.bestfightodds.com/events/ufc-223-nurmagomedov-vs-iaquinta-1444
UFC 223: Nurmagomedov vs. Iaquinta,2018-04-07,Kyle Bochniak,Zabit Magomedsharipov,350,-530,538,-747,538,-747,2018-03-26T21:57:32+00:00,2018-03-26T21:57:32+00:00,2018-04-08T02:48:32+00:00,2018-04-08T02:48:32+00:00,26,26,0,0,15498,https://www.bestfightodds.com/events/ufc-223-nurmagomedov-vs-iaquinta-1444
UFC 223: Nurmagomedov vs. Iaquinta,2018-04-07,Chris Gruetzemacher,Joe Lauzon,175,-245,132,-151,132,-151,2018-03-07T22:36:08+00:00,2018-03-07T22:36:08+00:00,2018-04-08T02:21:32+00:00,2018-04-08T02:21:32+00:00,36,36,0,0,15365,https://www.bestfightodds.com/events/ufc-223-nurmagomedov-vs-iaquinta-1444
UFC 223: Nurmagomedov vs. Iaquinta,2018-04-07,Felice Herrig,Karolina Kowalkiewicz,190,-270,164,-188,164,-188,2018-02-10T00:33:09+00:00,2018-02-10T00:33:09+00:00,2018-04-08T01:39:32+00:00,2018-04-08T01:39:32+00:00,50,50,0,0,15306,https://www.bestfightodds.com/events/ufc-223-nurmagomedov-vs-iaquinta-1444
UFC 223: Nurmagomedov vs. Iaquinta,2018-04-07,Evan Dunham,Olivier Aubin-Mercier,-180,140,-142,123,-142,123,2018-03-26T21:57:32+00:00,2018-03-26T21:57:32+00:00,2018-04-08T01:12:32+00:00,2018-04-08T01:12:32+00:00,44,44,0,0,15605,https://www.bestfightodds.com/events/ufc-223-nurmagomedov-vs-iaquinta-1444
UFC 223: Nurmagomedov vs. Iaquinta,2018-04-07,Ashlee Evans-Smith,Bec Rawlings,-230,170,-195,168,-195,168,2018-03-26T21:57:32+00:00,2018-03-26T21:57:32+00:00,2018-04-08T00:42:32+00:00,2018-04-08T00:42:32+00:00,18,18,0,0,15422,https://www.bestfightodds.com/events/ufc-223-nurmagomedov-vs-iaquinta-1444
UFC 223: Nurmagomedov vs. Iaquinta,2018-04-07,Devin Clark,Mike Rodriguez,-120,-120,-105,-115,-105,-115,2018-03-26T21:57:32+00:00,2018-03-26T21:57:32+00:00,2018-04-08T00:12:32+00:00,2018-04-08T00:12:32+00:00,15,15,0,0,15571,https://www.bestfightodds.com/events/ufc-223-nurmagomedov-vs-iaquinta-1444
UFC Fight Night 127: Werdum vs. Volkov,2018-03-17,Alexander Volkov,Fabricio Werdum,175,-245,178,-210,178,-210,2018-02-01T19:51:52+00:00,2018-02-01T19:51:52+00:00,2018-03-17T23:03:09+00:00,2018-03-17T23:03:09+00:00,48,48,0,0,15392,https://www.bestfightodds.com/events/ufc-fight-night-127-werdum-vs-volkov-1423
UFC Fight Night 127: Werdum vs. Volkov,2018-03-17,Jan Blachowicz,Jimi Manuwa,160,-210,137,-156,137,-156,2018-02-01T19:18:07+00:00,2018-02-01T19:18:07+00:00,2018-03-17T22:27:15+00:00,2018-03-17T22:27:15+00:00,45,45,0,0,15246,https://www.bestfightodds.com/events/ufc-fight-night-127-werdum-vs-volkov-1423
UFC Fight Night 127: Werdum vs. Volkov,2018-03-17,Terrion Ware,Tom Duquesnoy,250,-350,333,-406,333,-406,2018-03-13T18:30:17+00:00,2018-03-13T18:30:17+00:00,2018-03-17T21:48:12+00:00,2018-03-17T21:48:12+00:00,37,37,0,0,15497,https://www.bestfightodds.com/events/ufc-fight-night-127-werdum-vs-volkov-1423
UFC Fight Night 127: Werdum vs. Volkov,2018-03-17,Leon Edwards,Peter Sobotta,-300,220,-190,165,-190,165,2018-03-13T18:30:17+00:00,2018-03-13T18:30:17+00:00,2018-03-17T21:18:11+00:00,2018-03-17T21:18:11+00:00,32,32,0,0,15104,https://www.bestfightodds.com/events/ufc-fight-night-127-werdum-vs-volkov-1423
UFC Fight Night 127: Werdum vs. Volkov,2018-03-17,Charles Byrd,John Phillips,120,-160,-105,-114,-105,-114,2018-03-14T16:36:18+00:00,2018-03-14T16:36:18+00:00,2018-03-17T20:36:23+00:00,2018-03-17T20:36:23+00:00,39,39,0,0,15309,https://www.bestfightodds.com/events/ufc-fight-night-127-werdum-vs-volkov-1423
UFC Fight Night 127: Werdum vs. Volkov,2018-03-17,Danny Roberts,Oliver Enkamp,-230,170,-130,110,-130,110,2018-03-14T17:15:07+00:00,2018-03-14T17:15:07+00:00,2018-03-17T20:09:12+00:00,2018-03-17T20:09:12+00:00,39,39,0,0,15354,https://www.bestfightodds.com/events/ufc-fight-night-127-werdum-vs-volkov-1423
UFC Fight Night 127: Werdum vs. Volkov,2018-03-17,Danny Henry,Hakeem Dawodu,200,-280,223,-250,223,-250,2018-03-14T12:27:32+00:00,2018-03-14T12:27:32+00:00,2018-03-17T19:48:06+00:00,2018-03-17T19:48:06+00:00,43,43,0,0,15357,https://www.bestfightodds.com/events/ufc-fight-night-127-werdum-vs-volkov-1423
UFC Fight Night 127: Werdum vs. Volkov,2018-03-17,Magomed Ankalaev,Paul Craig,-410,290,-800,563,-800,563,2018-03-14T19:24:08+00:00,2018-03-14T19:24:08+00:00,2018-03-17T19:21:32+00:00,2018-03-17T19:21:32+00:00,34,34,0,0,15105,https://www.bestfightodds.com/events/ufc-fight-night-127-werdum-vs-volkov-1423
UFC Fight Night 127: Werdum vs. Volkov,2018-03-17,Kajan Johnson,Stevie Ray,135,-175,178,-210,178,-210,2018-03-15T03:51:33+00:00,2018-03-15T03:51:33+00:00,2018-03-17T18:48:31+00:00,2018-03-17T18:48:31+00:00,32,32,0,0,15458,https://www.bestfightodds.com/events/ufc-fight-night-127-werdum-vs-volkov-1423
UFC Fight Night 127: Werdum vs. Volkov,2018-03-17,Dmitriy Sosnovskiy,Mark Godbeer,-260,180,-265,225,-265,225,2018-03-15T02:42:32+00:00,2018-03-15T02:42:32+00:00,2018-03-17T17:36:36+00:00,2018-03-17T17:36:36+00:00,17,17,0,0,15592,https://www.bestfightodds.com/events/ufc-fight-night-127-werdum-vs-volkov-1423
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Cristiane Justino,Yana Kunitskaya,-1500,700,-974,600,-974,600,2018-02-10T00:15:45+00:00,2018-02-10T00:15:45+00:00,2018-03-04T05:30:07+00:00,2018-03-04T05:30:07+00:00,41,41,0,0,15461,https://www.bestfightodds.com/events/ufc-222-cyborg-vs-kunitskaya-1422
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Brian Ortega,Frankie Edgar,115,-155,130,-150,130,-150,2018-02-10T00:15:45+00:00,2018-02-10T00:15:45+00:00,2018-03-04T05:06:07+00:00,2018-03-04T05:06:07+00:00,91,91,0,0,15443,https://www.bestfightodds.com/events/ufc-222-cyborg-vs-kunitskaya-1422
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Andre Soukhamthath,Sean O'Malley,180,-260,126,-145,126,-145,2018-02-23T18:00:32+00:00,2018-02-23T18:00:32+00:00,2018-03-04T04:30:08+00:00,2018-03-04T04:30:08+00:00,65,65,0,0,15207,https://www.bestfightodds.com/events/ufc-222-cyborg-vs-kunitskaya-1422
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Cat Zingano,Ketlen Vieira,140,-180,173,-205,173,-205,2018-02-23T18:00:32+00:00,2018-02-23T18:00:32+00:00,2018-03-04T03:24:06+00:00,2018-03-04T03:24:06+00:00,79,79,0,0,15285,https://www.bestfightodds.com/events/ufc-222-cyborg-vs-kunitskaya-1422
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Ashley Yoder,Mackenzie Dern,325,-475,388,-495,388,-495,2018-02-23T18:18:25+00:00,2018-02-23T18:18:25+00:00,2018-03-04T02:36:06+00:00,2018-03-04T02:36:06+00:00,38,38,0,0,15232,https://www.bestfightodds.com/events/ufc-222-cyborg-vs-kunitskaya-1422
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Alexander Hernandez,Beneil Dariush,250,-350,348,-425,348,-425,2018-02-26T22:03:07+00:00,2018-02-26T22:03:07+00:00,2018-03-04T02:12:09+00:00,2018-03-04T02:12:09+00:00,22,22,0,0,15510,https://www.bestfightodds.com/events/ufc-222-cyborg-vs-kunitskaya-1422
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,John Dodson,Pedro Munhoz,-180,140,-161,142,-161,142,2018-02-23T21:03:06+00:00,2018-02-23T21:03:06+00:00,2018-03-04T01:39:07+00:00,2018-03-04T01:39:07+00:00,73,73,0,0,15445,https://www.bestfightodds.com/events/ufc-222-cyborg-vs-kunitskaya-1422
